ID,Name,Type,Tourism_Category,Latitude,Longitude,City,features
708987883,International Guesthouse,node,guest_house,27.716056,85.3080357,,node guest_house 
713296206,Phils Inn,node,guest_house,28.216607,83.9585057,,node guest_house 
736940464,शेर्पा संस्कृति संग्रहालय,node,museum,27.8050388,86.714347,,node museum 
763665000,Sweet Dream Hotel,node,hotel,28.970483,80.183871,,node hotel 
763684019,Hotel Lake Diamond,node,hotel,28.2103363,83.9598865,Pokhara,node hotel Pokhara
763689090,Eden Hotel,node,hotel,28.2068464,83.9614103,,node hotel 
765033916,Tatopani Family Lodge,node,guest_house,27.9460706,85.9501284,,node guest_house 
766944560,View to Everest,node,viewpoint,27.569184,86.583238,,node viewpoint 
766944568,View to Everest,node,viewpoint,27.5723219,86.584273,,node viewpoint 
845563398,Taishan Hotel,node,hotel,27.7113111,85.3117495,,node hotel 
849979315,Nagarkot Paradise Hotel,node,hotel,27.7236518,85.5255411,,node hotel 
849979321,The Fort,node,hotel,27.7240767,85.5257353,,node hotel 
850628338,Khudi,node,guest_house,28.2810894,84.3582715,,node guest_house 
852873689,Lata Marang,node,guest_house,28.5442936,84.3018922,,node guest_house 
852891616,Starwood,node,guest_house,28.5273044,84.3044287,,node guest_house 
854340318,New Hotel Moon Lake,node,alpine_hut,28.6802075,83.9066189,,node alpine_hut 
854367540,Hotel New Phedi,node,alpine_hut,28.7772492,83.9725759,,node alpine_hut 
854367550,Marshiangdi Hotel,node,hotel,28.6846564,83.9988506,,node hotel 
854367569,Thorong High Camp Hotel,node,alpine_hut,28.7827334,83.9675199,,node alpine_hut 
854367571,high camp,node,camp_site,28.7828609,83.9675305,,node camp_site 
943246297,Pilgrims Guest House,node,hotel,27.717619,85.3115799,,node hotel 
943246301,Avalon House,node,hotel,27.7187929,85.3115107,,node hotel 
943246319,Kumari Hotel,node,hotel,27.7152564,85.3112966,,node hotel 
943246321,Hotel Manang,node,hotel,27.7177391,85.3101198,,node hotel 
943246322,Kathmandu Grand Hotel,node,hotel,27.7173404,85.3101843,Kathmandu,node hotel Kathmandu
943246323,Marshyangdi Hotel,node,hotel,27.7170604,85.3101629,Thamel,node hotel Thamel
943246324,Tradition,node,hotel,27.7155417,85.3091972,,node hotel 
949307742,Lailai Hotel,node,hotel,27.7099108,85.306275,,node hotel 
949307744,Ganesh Himal Hotel,node,hotel,27.7098396,85.3065477,,node hotel 
973481922,Royal Summer Palace,node,attraction,29.2071415,83.9403367,,node attraction 
973483428,Royal Palace,node,attraction,29.0927173,83.9336999,,node attraction 
973490389,Lo Manthang Guesthouse,node,guest_house,29.1827214,83.9575704,,node guest_house 
973821261,New Friendly Home,node,guest_house,28.2061619,83.9608862,,node guest_house 
973821264,Annapurna Lodge,node,hotel,28.5420799,83.6488348,,node hotel 
973821270,Hotel Trekkers Inn,node,hotel,28.4954006,83.6535966,,node hotel 
973821272,Hotel Monalisa,node,hotel,28.445098,83.6683769,,node hotel 
973821280,New Daulagiri,node,hotel,28.4236248,83.694183,,node hotel 
973821299,Snow Hill Lodge,node,hotel,28.2035185,83.9665202,,node hotel 
973821301,Peace Eye Guest House,node,guest_house,28.2069931,83.9623749,,node guest_house 
974384817,Red House,node,guest_house,28.8377231,83.7846378,,node guest_house 
977262750,New Annapurna Guesthouse,node,guest_house,28.2037058,83.9674472,,node guest_house 
977284017,Old Royal Palace,node,attraction,29.0640428,83.8729595,,node attraction 
977284052,Charang Village Gate,node,attraction,29.0877217,83.9274622,,node attraction 
977284069,Green Hotel,node,guest_house,29.0921455,83.9326039,,node guest_house 
977466690,Hotel Anita,node,guest_house,28.9914409,83.8387938,,node guest_house 
977466691,Nilgiri Hotel,node,guest_house,28.991169,83.8380309,,node guest_house 
977466692,Hotel Dhaulagiri,node,guest_house,28.9911581,83.8386632,,node guest_house 
977466696,Hotel Kunga,node,guest_house,29.0069416,83.8567443,,node guest_house 
978322936,Snowland Hotel,node,hotel,28.2089262,83.9576381,,node hotel 
978322938,Lake Vision Guesthouse,node,guest_house,28.2195461,83.9586623,,node guest_house 
978322941,Shining Star Hotel,node,hotel,28.2173093,83.9590916,,node hotel 
978322957,Hotel Tropicana,node,hotel,28.2171335,83.9590312,,node hotel 
978322959,Mandap Hotel,node,hotel,28.2169848,83.9589863,,node hotel 
978322961,Be Happy Guesthouse,node,guest_house,28.2167297,83.9589459,,node guest_house 
978322963,Laxmi Guesthouse,node,guest_house,28.2165841,83.9588238,,node guest_house 
978322978,Crown Hotel,node,hotel,28.2158708,83.958772,,node hotel 
978322981,Plaza Annapurna Hotel,node,hotel,28.2156626,83.9587271,,node hotel 
978322982,Peace Plaza Hotel,node,hotel,28.2152126,83.9581447,,node hotel 
978322998,Nepal Hotel,node,hotel,28.21378,83.9599162,,node hotel 
978323000,Millennium Guesthouse,node,guest_house,28.213211,83.9612911,,node guest_house 
978323003,Buddha Hotel,node,hotel,28.2131091,83.9614901,,node hotel 
978323018,Lonely Guest House,node,guest_house,28.2090509,83.9617364,,node guest_house 
978323020,Fujihana Guest House,node,guest_house,28.209141,83.9617994,,node guest_house 
978323024,Gurkha Lodge,node,guest_house,28.2073028,83.9656892,,node guest_house 
978323039,Summit Guesthouse,node,guest_house,28.2053485,83.9678319,,node guest_house 
978323043,New Pokhara Lodge,node,guest_house,28.2043326,83.9670578,,node guest_house 
978323045,K2 Hotel,node,hotel,28.204008,83.967112,,node hotel 
987397965,Hotel Sunrise,node,guest_house,28.3097024,83.7751364,"Annapurna Rural Municipality, Ward No. 8","node guest_house Annapurna Rural Municipality, Ward No. 8"
987397966,Evergreen Lodge,node,guest_house,28.3104432,83.7736044,"Annapurna Rural Municipality, Ward No. 8","node guest_house Annapurna Rural Municipality, Ward No. 8"
987397968,Mira Lodge,node,guest_house,28.3258234,83.7515404,,node guest_house 
987397970,Mountain Lodge,node,guest_house,28.3271456,83.7476473,,node guest_house 
987397971,Anjana Lodge,node,guest_house,28.3361304,83.7414746,,node guest_house 
987397972,Mamta Guesthouse,node,guest_house,28.3422188,83.7415663,,node guest_house 
987397973,See You Lodge,node,guest_house,28.3426338,83.74157,,node guest_house 
987397974,Sushma Guesthouse,node,guest_house,28.3438403,83.7413075,,node guest_house 
987397975,Laxmi Lodge,node,guest_house,28.34434,83.7414115,,node guest_house 
987397976,Dipak Guesthouse,node,guest_house,28.3446994,83.7415038,"Annapurna Rural Municipality, Ward No.9","node guest_house Annapurna Rural Municipality, Ward No.9"
987397979,Kamala Guesthouse,node,guest_house,28.3488029,83.742063,,node guest_house 
987397980,Chandra Guesthouse,node,guest_house,28.3492949,83.7422661,,node guest_house 
987397981,Laxmi Guesthouse,node,guest_house,28.3493828,83.7426656,,node guest_house 
987557019,Sunrise Guesthouse,node,guest_house,28.3757077,83.8078756,,node guest_house 
987557021,Peaceful Lodge,node,guest_house,28.3755188,83.8079996,,node guest_house 
987557041,Manisha Hotel,node,guest_house,28.3752871,83.8082951,,node guest_house 
987557764,Bright Guesthouse,node,hotel,28.3731105,83.8185532,"Annapurna Rural Municipality, Ward No. 11","node hotel Annapurna Rural Municipality, Ward No. 11"
987557827,Bee Hive Guesthouse,node,guest_house,28.3741147,83.8193577,,node guest_house 
988616558,Paradise Guesthouse,node,guest_house,28.3522668,83.8294712,"Annapurna Rural Municipality, Ward No. 10","node guest_house Annapurna Rural Municipality, Ward No. 10"
988616559,Super View Guesthouse,node,guest_house,28.3663679,83.824597,,node guest_house 
988616561,International Guesthouse,node,guest_house,28.352132,83.8293627,"Annapurna Rural Municipality, Ward No. 10","node guest_house Annapurna Rural Municipality, Ward No. 10"
988616562,Sunny Guesthouse,node,guest_house,28.3520213,83.8291965,"Annapurna Rural Municipality, Ward No. 10","node guest_house Annapurna Rural Municipality, Ward No. 10"
988616563,Hira Lodge,node,guest_house,28.3516806,83.8287248,"Annapurna Rural Municipality, Ward No. 10","node guest_house Annapurna Rural Municipality, Ward No. 10"
988616564,Tolka Guesthouse,node,guest_house,28.3517615,83.8267884,"Annapurna Rural Municipality, Ward No. 10","node guest_house Annapurna Rural Municipality, Ward No. 10"
988616565,Ram Lodge,node,guest_house,28.3518994,83.8246051,"Annapurna Rural Municipality, Ward No. 10","node guest_house Annapurna Rural Municipality, Ward No. 10"
988616566,Sapna Lodge,node,guest_house,28.346515,83.8233994,"Annapurna Rural Municipality, Ward No. 10","node guest_house Annapurna Rural Municipality, Ward No. 10"
988616568,Excellent View Guesthouse & Restaurant,node,guest_house,28.3452126,83.8241484,"Annapurna Rural Municipality, Ward No. 10","node guest_house Annapurna Rural Municipality, Ward No. 10"
988616569,Sunlight Guesthouse & Restaurant,node,guest_house,28.3429689,83.8242425,"Annapurna Rural Municipality, Ward No. 10","node guest_house Annapurna Rural Municipality, Ward No. 10"
988616574,Hita Guesthouse Restaurant,node,guest_house,28.3386709,83.8317767,"Annapurna Rural Municipality, Ward No. 10","node guest_house Annapurna Rural Municipality, Ward No. 10"
988616576,Sundar Guesthouse,node,guest_house,28.3375493,83.8303155,"Annapurna Rural Municipality, Ward No. 10","node guest_house Annapurna Rural Municipality, Ward No. 10"
988616577,Archana Guesthouse & Restaurant,node,guest_house,28.3348348,83.8306668,"Annapurna Rural Municipality, Ward No. 10","node guest_house Annapurna Rural Municipality, Ward No. 10"
988616588,Paradise Hotel,node,hotel,28.3040819,83.8412439,,node hotel 
988616589,Dhaulagiri View Hotel,node,hotel,28.2998466,83.8470947,,node hotel 
988616590,Nice View Guest House,node,hotel,28.3004046,83.8473777,,node hotel 
988616591,New Excellent View Guesthouse,node,guest_house,28.3004526,83.8475877,,node guest_house 
988616592,Yama Sakura Guesthouse,node,guest_house,28.3004865,83.8482543,,node guest_house 
988616593,Green Land Hotel,node,guest_house,28.300596,83.8482928,,node guest_house 
988616594,Panaroma Point Lodge,node,hotel,28.3002769,83.8489451,,node hotel 
992508276,Potala Guesthouse,node,hotel,27.7122773,85.310626,,node hotel 
995835493,Tourist Information Center,node,information,28.7828613,83.7254498,,node information 
995836839,River Side Lodge,node,guest_house,28.6868822,83.6150348,,node guest_house 
995841952,Tourist Check Post and Information Center,node,information,28.6076052,83.6440872,,node information 
995841953,National Lodge,node,guest_house,28.6091406,83.6435331,,node guest_house 
995930678,Namaste Lodge,node,guest_house,28.4211006,83.6959911,,node guest_house 
995932650,Green View Lodge,node,guest_house,28.3110788,83.7731286,"Annapurna Rural Municipality, Ward No. 8","node guest_house Annapurna Rural Municipality, Ward No. 8"
995932653,Hungry Eye Lodge,node,guest_house,28.4030732,83.6994764,,node guest_house 
1026419990,Community Lodge,node,guest_house,27.5575839,85.966928,,node guest_house 
1026430456,Newar Homestay Surkey,node,guest_house,27.5053516,85.9820004,,node guest_house 
1036992010,Chitwan Forest Resort,node,hotel,27.5814939,84.4933201,,node hotel 
1036992013,Wendy's Lodge,node,guest_house,27.579975,84.4939485,,node guest_house 
1036992015,Hambro Hotel,node,hotel,27.575503,84.4934985,,node hotel 
1036992016,Hotel Nature Heritage,node,guest_house,27.5752772,84.4938066,,node guest_house 
1036992017,Hotel Riverside,node,guest_house,27.5757228,84.4935964,,node guest_house 
1036992019,Royal Park Hotel,node,hotel,27.5766044,84.4942566,,node hotel 
1036992020,Rhino Lodge,node,guest_house,27.577962,84.4938869,,node guest_house 
1036992021,Jungle Safari Lodge,node,guest_house,27.5783811,84.4943653,,node guest_house 
1036992022,River View Jungle Camp,node,guest_house,27.5785862,84.4939309,,node guest_house 
1036992023,Chitwan Resort and Camp,node,hotel,27.5795771,84.4939309,,node hotel 
1037219146,Shuk Sagar Hotel,node,hotel,26.7315547,85.9251502,,node hotel 
1038273465,Elephant Safari Resort,node,guest_house,27.5839582,84.4676585,,node guest_house 
1038273470,Paradise Hotel,node,hotel,27.5830949,84.4877969,,node hotel 
1038273473,Jungle Lodge Hotel,node,hotel,27.5810427,84.4934679,,node hotel 
1046594367,Manaslu Checkpoint,node,information,28.3514273,84.8957226,,node information 
1046595043,Hotel Tilche,node,alpine_hut,28.5448168,84.3808556,,node alpine_hut 
1046603926,Tsum Valley or Larke Pass,node,information,28.4322172,84.897521,,node information 
1046605306,Yuru Khola,node,camp_site,28.3273346,84.9078374,,node camp_site 
1184218577,Nepal Tourism Board,node,information,28.1988715,83.9689962,,node information 
1280030112,Prakash Guesthouse,node,guest_house,28.1691011,84.1148613,,node guest_house 
1280030189,Hotel Annapurna lake view,node,guest_house,28.1722387,84.0924849,,node guest_house 
1280030288,Begnas Coffee House,node,guest_house,28.1635102,84.1042266,,node guest_house 
1280030990,Hill Top Hotel,node,guest_house,28.172209,84.0913816,,node guest_house 
1322265314,Khadgami Guest House,node,guest_house,27.9370747,84.4056379,,node guest_house 
1323518149,Everest Hotel,node,hotel,28.072262,81.6313467,,node hotel 
1329281600,Silk Factory,node,yes,27.9345151,84.3955453,,node yes 
1329314640,Green Park Resort,node,hotel,27.9407117,84.4058772,,node hotel 
1329317073,Mountain view,node,viewpoint,27.9399704,84.4101377,,node viewpoint 
1329319684,Siddha Cave,node,attraction,27.9484399,84.4185018,,node attraction 
1329331034,Ramkot,node,yes,27.9468823,84.363818,,node yes 
1330352604,Dhuni Pati,node,museum,28.0042154,84.629058,,node museum 
1330353540,Tallo Kot,node,attraction,28.0050334,84.6250791,,node attraction 
1330353593,Upallo Kot,node,attraction,28.0041951,84.6343917,,node attraction 
1338303817,View Top Lodge and Restaurant,node,hotel,28.243297,83.9481824,,node hotel 
1338303819,Lake View Lodge,node,hotel,28.2441623,83.9486021,,node hotel 
1341029270,Entry to National Park,node,information,27.8240677,85.4483823,,node information 
1341029283,Hotel Lama,node,hotel,27.7639353,85.4981579,,node hotel 
1341029402,Green Valley,node,hotel,27.7230736,85.5277766,,node hotel 
1341029439,Hotel Country Villa,node,hotel,27.7268402,85.5252313,,node hotel 
1341052505,Lodge,node,hotel,27.5823681,84.4951611,,node hotel 
1341052548,Safari Adventure Lodge,node,hotel,27.5850688,84.473262,,node hotel 
1343823116,Dolma Guesthouse,node,hostel,28.1421535,85.3663922,,node hostel 
1343823370,cliff honey bee,node,attraction,28.1567222,85.3903594,,node attraction 
1343823402,cliff honey bee,node,attraction,28.1547021,85.3804313,,node attraction 
1343823419,Hotel Sky,node,hotel,28.1620726,85.3365607,,node hotel 
1343823429,Dunche Guest House,node,hotel,28.112708,85.2962721,,node hotel 
1343823470,Laligurash,node,guest_house,28.1181591,85.3631681,,node guest_house 
1343823492,Deurali,node,guest_house,28.104378,85.324308,,node guest_house 
1349642553,Excelsior Hotel,node,hotel,27.7145164,85.3105455,,node hotel 
1349658484,Vaishali,node,hotel,27.7166119,85.3111787,,node hotel 
1349658485,Surya,node,hotel,27.7154882,85.311547,,node hotel 
1349658486,Namaskar,node,guest_house,27.7161924,85.3112782,,node guest_house 
1349658487,Iceland,node,hotel,27.7164382,85.3101463,,node hotel 
1349658489,Impala,node,hotel,27.7175447,85.3101951,,node hotel 
1349658500,Karma,node,hotel,27.7163128,85.3109255,,node hotel 
1349664584,Thara,node,hotel,27.7124799,85.3112618,,node hotel 
1349680673,Poon Hill,node,hotel,27.7115695,85.3090587,,node hotel 
1349680681,Hotel Blue Diamond,node,hotel,27.7123764,85.3120896,Kathmandu,node hotel Kathmandu
1349680686,Pisang,node,hotel,27.7129315,85.3110456,,node hotel 
1349680694,Lhasa,node,guest_house,27.7118221,85.3120405,,node guest_house 
1349680697,Utse,node,hotel,27.7121432,85.3122725,,node hotel 
1349680700,Yanki,node,hotel,27.7118116,85.3090654,,node hotel 
1349680726,Norling Guesthouse,node,guest_house,27.7104358,85.3111012,,node guest_house 
1349680727,My Home,node,hotel,27.7130291,85.3110593,,node hotel 
1349680754,Hotel Elite,node,hotel,27.7109599,85.312051,,node hotel 
1349680757,Norling,node,hotel,27.7123965,85.3122679,,node hotel 
1349697686,Annapurna,node,guest_house,27.7173881,85.312673,,node guest_house 
1349697700,यती,node,hotel,27.7164231,85.3136584,,node hotel 
1349697713,शक्ति,node,hotel,27.7167364,85.3129529,,node hotel 
1349697722,Samsara Resort,node,hotel,27.7168609,85.3109242,,node hotel 
1349697725,Hotel Dolphin,node,guest_house,27.7173793,85.3121267,Thamel,node guest_house Thamel
1349697726,Kathmandu Aagantuk Hotel,node,hotel,27.7174783,85.3111977,,node hotel 
1349697727,Hotel Norbulinka,node,hotel,27.7172551,85.3124959,,node hotel 
1349697737,Mandap,node,hotel,27.7162296,85.3098996,,node hotel 
1349697738,Zzang,node,hotel,27.7175115,85.3106935,,node hotel 
1349697742,भिल्ला एभरेस्ट,node,hotel,27.7170023,85.3130629,,node hotel 
1350011393,Holy Lodge,node,hotel,27.7158876,85.3097549,,node hotel 
1350011407,Acme Guest House,node,hotel,27.7158262,85.3106242,,node hotel 
1350011409,Prince,node,hotel,27.7157449,85.3098144,,node hotel 
1350011414,Northfield Hotel,node,hotel,27.7158128,85.3103243,,node hotel 
1350027110,ACAP Office,node,information,27.7020475,85.3169983,,node information 
1352229250,Mums Garden Resort,node,hotel,28.2034965,83.9668909,,node hotel 
1352234851,Giri Guesthouse,node,guest_house,28.2068159,83.9604938,,node guest_house 
1352234861,Green Tara,node,hotel,28.2069322,83.9601723,,node hotel 
1352234872,Sacred Valley Inn,node,hotel,28.2066529,83.9590937,,node hotel 
1352234875,Viewpoint Hotel,node,hotel,28.2062232,83.9615708,,node hotel 
1352234878,Laxman Restaurant and Bar,node,guest_house,28.2060271,83.9606748,,node guest_house 
1352860975,Mandala,node,hotel,28.2147532,83.9589027,,node hotel 
1355676829,Peace and Love Hotel,node,hotel,28.2993096,84.3869957,,node hotel 
1366437371,Hotel Machhapuchhre,node,hotel,28.2160911,83.958934,,node hotel 
1366438445,HOTEL ANNAPURNA ASHIRVAD,node,hotel,28.2133762,83.9601426,Pokhara,node hotel Pokhara
1366446650,ACAP Permit & TIMS Counter,node,information,28.1988951,83.969066,,node information 
1366472477,Sunrise Guest House,node,guest_house,28.266042,83.9183142,,node guest_house 
1366484298,Sunita Guest House and Restaurant,node,guest_house,28.2730975,83.8974614,,node guest_house 
1366484299,Shiva Lodge and Restaurant,node,guest_house,28.2731983,83.8973042,,node guest_house 
1366506520,Guest House,node,guest_house,28.2813255,83.8668308,,node guest_house 
1366527306,Hill Top Guest House,node,guest_house,28.3002367,83.8582184,,node guest_house 
1366542224,Tourist Check Post,node,information,28.3046178,83.8413348,,node information 
1366598694,Manisha Hotel & Restaurant,node,guest_house,28.2929508,83.8230051,"Annapurna Rural Municipality, Ward No.3","node guest_house Annapurna Rural Municipality, Ward No.3"
1366637709,Hotel Nirvana,node,guest_house,28.3047484,83.7852437,,node guest_house 
1366648615,Gurung Hotel,node,guest_house,28.2646582,83.8198583,,node guest_house 
1366677049,Kalika View Point,node,guest_house,28.2104374,84.0810562,,node guest_house 
1366694721,Gautam Restaurant,node,guest_house,28.165259,84.0910815,,node guest_house 
1366695537,Begnas lodge and restaurant,node,guest_house,28.1651619,84.0911644,,node guest_house 
1366701408,Lake View,node,guest_house,28.1652248,84.0939351,,node guest_house 
1382776320,ACAP Tourist Check Post,node,information,28.3132246,83.8302988,,node information 
1382858894,Nice View Lodge,node,guest_house,28.4122858,83.819155,Annapurna Rural Mun 11,node guest_house Annapurna Rural Mun 11
1382924926,Hotel Himal,node,guest_house,28.4281035,83.8294134,,node guest_house 
1382932111,Hinku Cave,node,yes,28.493107,83.8927034,,node yes 
1382933234,Shangrila Guest House and Restaurant,node,guest_house,28.497459,83.8982901,,node guest_house 
1382946119,Gurung Co-Operative Guest House and Restaurant,node,guest_house,28.526536,83.9076531,Annapurna Rural Mun 11,node guest_house Annapurna Rural Mun 11
1382951825,Mountain Discovery Lodge,node,guest_house,28.4104844,83.7901121,,node guest_house 
1382955651,Namo Buddha Guest-House,node,guest_house,28.4084202,83.7839431,,node guest_house 
1382957269,British Ex Gorkha Guest-House,node,guest_house,28.4077549,83.7800807,,node guest_house 
1382958772,Hill Side Lodge,node,guest_house,28.4063783,83.7764585,,node guest_house 
1382959636,Mountain Discovery Lodge,node,guest_house,28.4044724,83.7756056,,node guest_house 
1382964124,Tranquility Guest House & Restaurant,node,guest_house,28.3940456,83.7527427,,node guest_house 
1382965189,Sankar Hotel & Restaurant,node,guest_house,28.3942116,83.7490813,"Annapurna Rural Municipality, Ward No.8","node guest_house Annapurna Rural Municipality, Ward No.8"
1382972417,Deurali Yak Hotel,node,guest_house,28.3969009,83.728887,,node guest_house 
1382985497,Shikhar Guest House,node,guest_house,28.4001326,83.6995291,,node guest_house 
1383001005,Everest Homestay,node,guest_house,28.3754972,83.8084677,,node guest_house 
1383015212,Bikash Guest House,node,guest_house,28.3564884,83.804817,,node guest_house 
1383019293,Green Valley Lodge and Restaurant,node,hotel,28.3399959,83.8021037,"Annapurna Rural Municipality, Ward No. 11","node hotel Annapurna Rural Municipality, Ward No. 11"
1383023282,Anjuli Hotel & Restaurant,node,hotel,28.3316863,83.7977182,"Annapurna Rural Municipality, Ward No. 10","node hotel Annapurna Rural Municipality, Ward No. 10"
1383034124,TIMS Check Post,node,information,28.3086873,83.7749917,"Annapurna Rural Municipality, Ward No. 8","node information Annapurna Rural Municipality, Ward No. 8"
1383041989,NTNC/ACAP Tourist Checkpost,node,information,28.3095991,83.7752624,"Annapurna Rural Municipality, Ward No. 8","node information Annapurna Rural Municipality, Ward No. 8"
1383050310,Binti Lodge & Restaurant,node,hotel,28.2995557,83.7971315,"Annapurna Rural Municipality, Ward No.6","node hotel Annapurna Rural Municipality, Ward No.6"
1390371550,Radisson Hotel Kathmandu,node,hotel,27.7200685,85.3214693,Kathmandu,node hotel Kathmandu
1390376898,ACAP / TIMS Checkpost,node,information,28.108927,85.2894275,,node information 
1398437048,Nagarkot Tower,node,viewpoint,27.6921682,85.5199012,,node viewpoint 
1417964983,Tourist information center,node,information,27.5853558,85.5154264,,node information 
1418994798,Ananda Café and Guesthouse,node,guest_house,27.5850151,85.516988,,node guest_house 
1420156237,Panauti Museum,node,museum,27.5850092,85.5171306,,node museum 
1431996477,मुक्तिनाथ,node,attraction,28.8169164,83.8714547,,node attraction 
1461362183,Hotel Gorkha Bisauni,node,hotel,27.9959634,84.6251035,,node hotel 
1477827143,Hotel Yambu Kathmandu,node,hotel,27.7177674,85.3115829,,node hotel 
1485423759,Lalka Camp,node,information,28.3458808,83.9192263,,node information 
1489546013,Himalayan Villa,node,hotel,27.7227522,85.5265975,,node hotel 
1490108258,Chautari,node,hotel,27.7231618,85.526293,,node hotel 
1490108260,Stupa,node,hotel,27.7212938,85.5231311,,node hotel 
1492311483,Kongde View Lodge,node,guest_house,27.8043095,86.7106182,,node guest_house 
1492311485,Phakding Star Lodge,node,guest_house,27.7437656,86.7126396,,node guest_house 
1493239868,Nirvana,node,guest_house,27.7218292,85.5274073,,node guest_house 
1497927174,Rama,node,hotel,26.7353315,85.9319075,,node hotel 
1499860699,New Elephant Head,node,hotel,27.723186,85.5252479,,node hotel 
1500932986,Hillside,node,hotel,27.7294897,85.5251166,,node hotel 
1500932989,Unkai,node,hotel,27.7280818,85.5263905,,node hotel 
1502562675,Eco-Home,node,hotel,27.7226555,85.5247752,,node hotel 
1502562678,New Dragon,node,hotel,27.7225373,85.5247374,,node hotel 
1513673127,K. C.,node,guest_house,28.1000731,83.8716546,,node guest_house 
1513673136,Sherchan,node,guest_house,28.0992369,83.8714696,,node guest_house 
1513693555,Butterfly Lodge,node,hotel,28.2128021,83.9581343,,node hotel 
1527166789,Tiger Tops Tented Camp,node,camp_site,27.5270961,84.2241729,,node camp_site 
1527166847,Tiger Tops Jungle Lodge,node,hotel,27.5416948,84.1900766,,node hotel 
1534450701,Sapana Lodge,node,hotel,27.5897518,84.491939,,node hotel 
