id,police_station,destination,address,phone,latitude,longitude,district,province,data_quality_score
4,Metropolitan Police Circle Balaju,Kathmandu,"Balaju, Kathmandu, Nepal",,27.735,85.3,Kathmandu,Bagmati,100.0
182,Metropolitan Police Circle Chhetrapati,Chhetrapati,"Kathmandu, Nepal",,27.715,85.305,Kathmandu,Bagmati,100.0
184,Metropolitan Police Circle Darbar Marg,Darbar Marg,"Kathmandu, Nepal",,27.711,85.318,Kathmandu,Bagmati,100.0
5,Metropolitan Police Circle Gaushala,Kathmandu,"Gaushala, Kathmandu, Nepal",,27.709,85.348,Kathmandu,Bagmati,100.0
7,Metropolitan Police Circle Kalimati,Kathmandu,"Kalimati, Kathmandu, Nepal",+97714270536,27.6965,85.2975,Kathmandu,Bagmati,100.0
181,Metropolitan Police Circle Kapan,Kapan,"Kapan, Kathmandu, Nepal",,27.74,85.36,Kathmandu,Bagmati,100.0
8,Metropolitan Police Circle Koteshwor,Kathmandu,"Koteshwor, Kathmandu, Nepal",,27.678,85.348,Kathmandu,Bagmati,100.0
6,Metropolitan Police Circle Maharajgunj,Kathmandu,"Maharajgunj, Kathmandu, Nepal",,27.736,85.337,Kathmandu,Bagmati,100.0
183,Metropolitan Police Circle New Baneshwor,Baneshwor,"Kathmandu, Nepal",,27.69,85.34,Kathmandu,Bagmati,100.0
10,Metropolitan Police Circle Singha Durbar,Kathmandu,"Singha Durbar, Kathmandu, Nepal",,27.7,85.324,Kathmandu,Bagmati,100.0
185,Metropolitan Police Circle Swayambhu,Swayambhu,"Kathmandu, Nepal",,27.714,85.29,Kathmandu,Bagmati,100.0
9,Metropolitan Police Circle Thamel,Kathmandu,"Thamel, Kathmandu, Nepal",,27.715,85.312,Kathmandu,Bagmati,100.0
1,Nepal Police Headquarters,Kathmandu,"Naxal, Kathmandu, Nepal",+97714412100,27.7172,85.324,Kathmandu,Bagmati,100.0
581,Police Station Airport,Kathmandu Airport,"Kathmandu, Nepal",,27.6966,85.3591,Kathmandu,Bagmati,100.0
616,Police Station Anamnagar,Anamnagar,"Kathmandu, Nepal",,27.705,85.33,Kathmandu,Bagmati,100.0
589,Police Station Ason,Ason,"Kathmandu, Nepal",,27.708,85.312,Kathmandu,Bagmati,100.0
618,Police Station Babarmahal,Babarmahal,"Kathmandu, Nepal",,27.69,85.325,Kathmandu,Bagmati,100.0
573,Police Station Balaju,Balaju,"Kathmandu, Nepal",,27.735,85.3,Kathmandu,Bagmati,100.0
608,Police Station Baluwatar,Baluwatar,"Kathmandu, Nepal",,27.72,85.33,Kathmandu,Bagmati,100.0
13,Police Station Baneshwor,Kathmandu,"New Baneshwor, Kathmandu, Nepal",,27.692,85.342,Kathmandu,Bagmati,100.0
595,Police Station Baneshwor,New Baneshwor,"Kathmandu, Nepal",,27.692,85.342,Kathmandu,Bagmati,100.0
590,Police Station Basantapur,Basantapur,"Kathmandu, Nepal",,27.704,85.307,Kathmandu,Bagmati,100.0
14,Police Station Bouddha,Kathmandu,"Boudha, Kathmandu, Nepal",,27.721,85.362,Kathmandu,Bagmati,100.0
582,Police Station Boudha,Boudha,"Kathmandu, Nepal",,27.721,85.362,Kathmandu,Bagmati,100.0
186,Police Station Budhanilkantha,Budhanilkantha,"Kathmandu, Nepal",,27.78,85.36,Kathmandu,Bagmati,100.0
15,Police Station Chabahil,Kathmandu,"Chabahil, Kathmandu, Nepal",,27.718,85.348,Kathmandu,Bagmati,100.0
583,Police Station Chabahil,Chabahil,"Kathmandu, Nepal",,27.718,85.348,Kathmandu,Bagmati,100.0
577,Police Station Chandragiri,Chandragiri,"Kathmandu, Nepal",,27.68,85.23,Kathmandu,Bagmati,100.0
1908,Police Station Chhetrapati,Chhetrapati,"Kathmandu, Nepal",,27.715,85.305,Kathmandu,Bagmati,100.0
190,Police Station Dakshinkali,Dakshinkali,"Kathmandu, Nepal",,27.6,85.26,Kathmandu,Bagmati,100.0
607,Police Station Dhumbarahi,Dhumbarahi,"Kathmandu, Nepal",,27.74,85.34,Kathmandu,Bagmati,100.0
613,Police Station Dillibazar,Dillibazar,"Kathmandu, Nepal",,27.71,85.33,Kathmandu,Bagmati,100.0
588,Police Station Durbar Marg,Durbar Marg,"Kathmandu, Nepal",,27.711,85.318,Kathmandu,Bagmati,100.0
584,Police Station Gaushala,Gaushala,"Kathmandu, Nepal",,27.709,85.348,Kathmandu,Bagmati,100.0
16,Police Station Gongabu,Kathmandu,"Gongabu, Kathmandu, Nepal",,27.735,85.314,Kathmandu,Bagmati,100.0
605,Police Station Gongabu,Gongabu,"Kathmandu, Nepal",,27.735,85.314,Kathmandu,Bagmati,100.0
615,Police Station Gyaneshwor,Gyaneshwor,"Kathmandu, Nepal",,27.71,85.335,Kathmandu,Bagmati,100.0
856,Police Station Hanumandhoka,Hanumandhoka,"Kathmandu, Nepal",,27.704,85.306,Kathmandu,Bagmati,100.0
621,Police Station Jadibuti,Jadibuti,"Kathmandu, Nepal",,27.68,85.37,Kathmandu,Bagmati,100.0
1901,Police Station Jorpati,Jorpati,"Kathmandu, Nepal",,27.73,85.36,Kathmandu,Bagmati,100.0
574,Police Station Kalanki,Kalanki,"Kathmandu, Nepal",,27.693,85.28,Kathmandu,Bagmati,100.0
859,Police Station Kalimati,Kalimati,"Kathmandu, Nepal",,27.7,85.3,Kathmandu,Bagmati,100.0
612,Police Station Kamaladi,Kamaladi,"Kathmandu, Nepal",,27.71,85.315,Kathmandu,Bagmati,100.0
1001,Police Station Kapan,Kapan,"Kathmandu, Nepal",,27.755,85.36,Kathmandu,Bagmati,100.0
1261,Police Station Kathmandu,Kathmandu,"Kathmandu, Nepal",,27.7172,85.324,Kathmandu,Bagmati,100.0
1074,Police Station Kathmandu Metropolitan,Kathmandu,"Kathmandu, Nepal",,27.7172,85.324,Kathmandu,Bagmati,100.0
20,Police Station Kirtipur,Kirtipur,"Kirtipur Municipality, Kathmandu, Nepal",,27.678,85.277,Kathmandu,Bagmati,100.0
578,Police Station Kirtipur,Kirtipur,"Kathmandu, Nepal",,27.678,85.277,Kathmandu,Bagmati,100.0
620,Police Station Koteshwor,Koteshwor,"Kathmandu, Nepal",,27.678,85.348,Kathmandu,Bagmati,100.0
586,Police Station Lazimpat,Lazimpat,"Kathmandu, Nepal",,27.72,85.32,Kathmandu,Bagmati,100.0
17,Police Station Maharajgunj,Kathmandu,"Maharajgunj, Kathmandu, Nepal",,27.736,85.337,Kathmandu,Bagmati,100.0
585,Police Station Maharajgunj,Maharajgunj,"Kathmandu, Nepal",,27.736,85.337,Kathmandu,Bagmati,100.0
614,Police Station Maitidevi,Maitidevi,"Kathmandu, Nepal",,27.7,85.33,Kathmandu,Bagmati,100.0
188,Police Station Mulpani,Mulpani,"Kathmandu, Nepal",,27.73,85.39,Kathmandu,Bagmati,100.0
575,Police Station Naikap,Naikap,"Kathmandu, Nepal",,27.69,85.26,Kathmandu,Bagmati,100.0
610,Police Station Naxal,Naxal,"Kathmandu, Nepal",,27.715,85.33,Kathmandu,Bagmati,100.0
1906,Police Station New Baneshwor,Baneshwor,"Kathmandu, Nepal",,27.69,85.342,Kathmandu,Bagmati,100.0
594,Police Station New Road,New Road,"Kathmandu, Nepal",,27.704,85.31,Kathmandu,Bagmati,100.0
1012,Police Station Pashupati,Pashupati,"Kathmandu, Nepal",,27.71,85.35,Kathmandu,Bagmati,100.0
579,Police Station Pashupati Area,Pashupati,"Kathmandu, Nepal",,27.71,85.35,Kathmandu,Bagmati,100.0
598,Police Station Pepsicola,Pepsicola,"Kathmandu, Nepal",,27.69,85.37,Kathmandu,Bagmati,100.0
189,Police Station Pharping,Pharping,"Kathmandu, Nepal",,27.61,85.26,Kathmandu,Bagmati,100.0
611,Police Station Putalisadak,Putalisadak,"Kathmandu, Nepal",,27.707,85.325,Kathmandu,Bagmati,100.0
604,Police Station Samakhusi,Samakhusi,"Kathmandu, Nepal",,27.73,85.32,Kathmandu,Bagmati,100.0
18,Police Station Sankhu,Kathmandu,"Sankhu, Kathmandu, Nepal",,27.735,85.45,Kathmandu,Bagmati,100.0
600,Police Station Sankhu,Sankhu,"Kathmandu, Nepal",,27.735,85.45,Kathmandu,Bagmati,100.0
596,Police Station Shantinagar,Shantinagar,"Kathmandu, Nepal",,27.69,85.34,Kathmandu,Bagmati,100.0
580,Police Station Sinamangal,Sinamangal,"Kathmandu, Nepal",,27.7,85.35,Kathmandu,Bagmati,100.0
617,Police Station Singha Durbar,Singha Durbar,"Kathmandu, Nepal",,27.695,85.32,Kathmandu,Bagmati,100.0
1911,Police Station Sitapaila,Sitapaila,"Kathmandu, Nepal",,27.7,85.28,Kathmandu,Bagmati,100.0
1020,Police Station Sundarijal,Sundarijal,"Kathmandu, Nepal",,27.79,85.41,Kathmandu,Bagmati,100.0
593,Police Station Sundhara,Sundhara,"Kathmandu, Nepal",,27.703,85.312,Kathmandu,Bagmati,100.0
1909,Police Station Swayambhu,Swayambhu,"Kathmandu, Nepal",,27.714,85.29,Kathmandu,Bagmati,100.0
12,Police Station Teku,Kathmandu,"Teku, Kathmandu, Nepal",,27.695,85.306,Kathmandu,Bagmati,100.0
591,Police Station Teku,Teku,"Kathmandu, Nepal",,27.695,85.306,Kathmandu,Bagmati,100.0
587,Police Station Thamel,Thamel,"Kathmandu, Nepal",,27.715,85.312,Kathmandu,Bagmati,100.0
19,Police Station Thankot,Kathmandu,"Thankot, Kathmandu, Nepal",,27.69,85.22,Kathmandu,Bagmati,100.0
576,Police Station Thankot,Thankot,"Kathmandu, Nepal",,27.69,85.22,Kathmandu,Bagmati,100.0
11,Police Station Thapathali,Kathmandu,"Thapathali, Kathmandu, Nepal",,27.6945,85.3205,Kathmandu,Bagmati,100.0
597,Police Station Tinkune,Tinkune,"Kathmandu, Nepal",,27.685,85.35,Kathmandu,Bagmati,100.0
187,Police Station Tokha,Tokha,"Kathmandu, Nepal",,27.76,85.33,Kathmandu,Bagmati,100.0
592,Police Station Tripureshwor,Tripureshwor,"Kathmandu, Nepal",,27.7,85.31,Kathmandu,Bagmati,100.0
569,Traffic Police Office Gongabu,Kathmandu,"Gongabu, Nepal",,27.735,85.314,Kathmandu,Bagmati,100.0
568,Traffic Police Office Kalanki,Kathmandu,"Kalanki, Nepal",,27.693,85.28,Kathmandu,Bagmati,100.0
567,Traffic Police Office Koteshwor,Kathmandu,"Koteshwor, Nepal",,27.678,85.348,Kathmandu,Bagmati,100.0
570,Traffic Police Office Maharajgunj,Kathmandu,"Maharajgunj, Nepal",,27.736,85.337,Kathmandu,Bagmati,100.0
566,Traffic Police Office Thapathali,Kathmandu,"Thapathali, Nepal",,27.6945,85.3205,Kathmandu,Bagmati,100.0
443,District Police Office Kavre,Dhulikhel,"Kavre, Nepal",,27.62,85.54,Kavrepalanchok,Bagmati,100.0
31,District Police Office Kavrepalanchok,Dhulikhel,"Dhulikhel, Kavre, Nepal",,27.622,85.542,Kavrepalanchok,Bagmati,100.0
851,District Police Office Kavrepalanchok,Dhulikhel,"Kavre, Nepal",,27.62,85.54,Kavrepalanchok,Bagmati,100.0
32,Police Station Banepa,Banepa,"Banepa Municipality, Kavre, Nepal",,27.63,85.521,Kavrepalanchok,Bagmati,100.0
444,Police Station Banepa,Banepa,"Kavre, Nepal",,27.63,85.52,Kavrepalanchok,Bagmati,100.0
1376,Police Station Banepa,Banepa,"Kavrepalanchok, Nepal",,27.63,85.52,Kavrepalanchok,Bagmati,100.0
646,Police Station Dhulikhel,Dhulikhel,"Kavre, Nepal",,27.62,85.54,Kavrepalanchok,Bagmati,100.0
1375,Police Station Dhulikhel,Dhulikhel,"Kavrepalanchok, Nepal",,27.62,85.54,Kavrepalanchok,Bagmati,100.0
1264,Police Station Kavre,Dhulikhel,"Kavrepalanchok, Nepal",,27.62,85.54,Kavrepalanchok,Bagmati,100.0
1040,Police Station Namobuddha,Namobuddha,"Kavre, Nepal",,27.56,85.6,Kavrepalanchok,Bagmati,100.0
1924,Police Station Namobuddha,Namobuddha,"Kavrepalanchok, Nepal",,27.57,85.59,Kavrepalanchok,Bagmati,100.0
33,Police Station Panauti,Panauti,"Panauti, Kavre, Nepal",,27.585,85.513,Kavrepalanchok,Bagmati,100.0
445,Police Station Panauti,Panauti,"Kavre, Nepal",,27.58,85.51,Kavrepalanchok,Bagmati,100.0
1377,Police Station Panauti,Panauti,"Kavrepalanchok, Nepal",,27.58,85.51,Kavrepalanchok,Bagmati,100.0
446,Police Station Panchkhal,Panchkhal,"Kavre, Nepal",,27.65,85.62,Kavrepalanchok,Bagmati,100.0
1378,Police Station Panchkhal,Panchkhal,"Kavrepalanchok, Nepal",,27.65,85.62,Kavrepalanchok,Bagmati,100.0
21,District Police Office Lalitpur,Lalitpur,"Jawalakhel, Lalitpur, Nepal",+97715521207,27.673,85.315,Lalitpur,Bagmati,100.0
447,District Police Office Lalitpur,Lalitpur,"Lalitpur, Nepal",,27.67,85.315,Lalitpur,Bagmati,100.0
622,Police Station Balkumari,Balkumari,"Lalitpur, Nepal",,27.665,85.345,Lalitpur,Bagmati,100.0
25,Police Station Bungamati,Lalitpur,"Bungamati, Lalitpur, Nepal",,27.628,85.294,Lalitpur,Bagmati,100.0
1916,Police Station Bungamati,Bungamati,"Lalitpur, Nepal",,27.63,85.3,Lalitpur,Bagmati,100.0
191,Police Station Chapagaun,Chapagaun,"Lalitpur, Nepal",,27.59,85.33,Lalitpur,Bagmati,100.0
630,Police Station Ekantakuna,Ekantakuna,"Lalitpur, Nepal",,27.67,85.3,Lalitpur,Bagmati,100.0
194,Police Station Godawari,Godawari,"Lalitpur, Nepal",,27.59,85.42,Lalitpur,Bagmati,100.0
623,Police Station Gwarko,Gwarko,"Lalitpur, Nepal",,27.665,85.33,Lalitpur,Bagmati,100.0
1030,Police Station Harisiddhi,Harisiddhi,"Lalitpur, Nepal",,27.65,85.33,Lalitpur,Bagmati,100.0
192,Police Station Imadol,Imadol,"Lalitpur, Nepal",,27.65,85.37,Lalitpur,Bagmati,100.0
22,Police Station Jawalakhel,Lalitpur,"Jawalakhel, Lalitpur, Nepal",,27.672,85.315,Lalitpur,Bagmati,100.0
627,Police Station Jawalakhel,Jawalakhel,"Lalitpur, Nepal",,27.675,85.315,Lalitpur,Bagmati,100.0
1917,Police Station Khokana,Khokana,"Lalitpur, Nepal",,27.63,85.29,Lalitpur,Bagmati,100.0
629,Police Station Kupondole,Kupondole,"Lalitpur, Nepal",,27.69,85.315,Lalitpur,Bagmati,100.0
23,Police Station Lagankhel,Lalitpur,"Lagankhel, Lalitpur, Nepal",,27.666,85.325,Lalitpur,Bagmati,100.0
625,Police Station Lagankhel,Lagankhel,"Lalitpur, Nepal",,27.67,85.32,Lalitpur,Bagmati,100.0
1085,Police Station Lalitpur,Lalitpur,"Lalitpur, Nepal",,27.67,85.315,Lalitpur,Bagmati,100.0
866,Police Station Lalitpur Metropolitan,Lalitpur,"Lalitpur, Nepal",,27.67,85.315,Lalitpur,Bagmati,100.0
193,Police Station Lubhu,Lubhu,"Lalitpur, Nepal",,27.62,85.39,Lalitpur,Bagmati,100.0
626,Police Station Patan Durbar Square,Patan,"Lalitpur, Nepal",,27.673,85.325,Lalitpur,Bagmati,100.0
628,Police Station Pulchowk,Pulchowk,"Lalitpur, Nepal",,27.68,85.315,Lalitpur,Bagmati,100.0
24,Police Station Satdobato,Lalitpur,"Satdobato, Lalitpur, Nepal",,27.657,85.324,Lalitpur,Bagmati,100.0
448,Police Station Satdobato,Satdobato,"Lalitpur, Nepal",,27.657,85.324,Lalitpur,Bagmati,100.0
1029,Police Station Thecho,Thecho,"Lalitpur, Nepal",,27.62,85.33,Lalitpur,Bagmati,100.0
195,Police Station Tikathali,Tikathali,"Lalitpur, Nepal",,27.65,85.39,Lalitpur,Bagmati,100.0
572,Traffic Police Office Lalitpur,Lalitpur,"Lalitpur, Nepal",,27.67,85.315,Lalitpur,Bagmati,100.0
41,District Police Office Makwanpur,Hetauda,"Hetauda, Makwanpur, Nepal",+97757520399,27.428,85.032,Makwanpur,Bagmati,100.0
419,District Police Office Makwanpur,Hetauda,"Makwanpur, Nepal",,27.43,85.03,Makwanpur,Bagmati,100.0
43,Police Station Bhimphedi,Bhimphedi,"Bhimphedi, Makwanpur, Nepal",,27.55,85.15,Makwanpur,Bagmati,100.0
420,Police Station Bhimphedi,Bhimphedi,"Makwanpur, Nepal",,27.55,85.15,Makwanpur,Bagmati,100.0
42,Police Station Hetauda,Hetauda,"Hetauda Sub-Metropolitan City, Nepal",,27.43,85.033,Makwanpur,Bagmati,100.0
670,Police Station Hetauda,Hetauda,"Makwanpur, Nepal",,27.43,85.03,Makwanpur,Bagmati,100.0
1248,Police Station Makwanpur,Hetauda,"Makwanpur, Nepal",,27.43,85.03,Makwanpur,Bagmati,100.0
421,Police Station Manahari,Manahari,"Makwanpur, Nepal",,27.55,84.95,Makwanpur,Bagmati,100.0
422,Police Station Palung,Palung,"Makwanpur, Nepal",,27.6,85.15,Makwanpur,Bagmati,100.0
36,District Police Office Nuwakot,Bidur,"Bidur, Nuwakot, Nepal",,27.92,85.16,Nuwakot,Bagmati,100.0
426,District Police Office Nuwakot,Bidur,"Nuwakot, Nepal",,27.92,85.16,Nuwakot,Bagmati,100.0
837,Police Station Bidur,Bidur,"Nuwakot, Nepal",,27.92,85.16,Nuwakot,Bagmati,100.0
428,Police Station Kakani,Kakani,"Nuwakot, Nepal",,27.8,85.2,Nuwakot,Bagmati,100.0
1259,Police Station Nuwakot,Bidur,"Nuwakot, Nepal",,27.92,85.16,Nuwakot,Bagmati,100.0
37,Police Station Trishuli,Trishuli,"Trishuli, Nuwakot, Nepal",,27.983,85.17,Nuwakot,Bagmati,100.0
427,Police Station Trishuli,Trishuli,"Nuwakot, Nepal",,27.98,85.17,Nuwakot,Bagmati,100.0
133,District Police Office Ramechhap,Manthali,"Manthali, Ramechhap, Nepal",,27.39,86.06,Ramechhap,Bagmati,100.0
437,District Police Office Ramechhap,Manthali,"Ramechhap, Nepal",,27.39,86.06,Ramechhap,Bagmati,100.0
664,Police Station Doramba,Doramba,"Ramechhap, Nepal",,27.4,86.25,Ramechhap,Bagmati,100.0
848,Police Station Manthali,Manthali,"Ramechhap, Nepal",,27.39,86.06,Ramechhap,Bagmati,100.0
439,Police Station Manthali Area,Manthali,"Ramechhap, Nepal",,27.39,86.06,Ramechhap,Bagmati,100.0
134,Police Station Ramechhap,Ramechhap,"Ramechhap Bazaar, Nepal",,27.33,86.08,Ramechhap,Bagmati,100.0
438,Police Station Ramechhap,Ramechhap,"Ramechhap, Nepal",,27.33,86.08,Ramechhap,Bagmati,100.0
38,District Police Office Rasuwa,Dhunche,"Dhunche, Rasuwa, Nepal",,28.11,85.3,Rasuwa,Bagmati,100.0
429,District Police Office Rasuwa,Dhunche,"Rasuwa, Nepal",,28.11,85.3,Rasuwa,Bagmati,100.0
840,Police Station Dhunche,Dhunche,"Rasuwa, Nepal",,28.11,85.3,Rasuwa,Bagmati,100.0
653,Police Station Kalikasthan,Kalikasthan,"Rasuwa, Nepal",,28.1,85.25,Rasuwa,Bagmati,100.0
1258,Police Station Rasuwa,Dhunche,"Rasuwa, Nepal",,28.11,85.3,Rasuwa,Bagmati,100.0
430,Police Station Syabrubesi,Syabrubesi,"Rasuwa, Nepal",,28.17,85.37,Rasuwa,Bagmati,100.0
135,District Police Office Sindhuli,Sindhulimadhi,"Sindhulimadhi, Nepal",,27.25,85.97,Sindhuli,Bagmati,100.0
440,District Police Office Sindhuli,Sindhulimadhi,"Sindhuli, Nepal",,27.25,85.97,Sindhuli,Bagmati,100.0
136,Police Station Bardibas Highway Checkpoint,Sindhuli,"Bp Highway Area, Sindhuli, Nepal",,27.2,86.0,Sindhuli,Bagmati,100.0
668,Police Station Dudhauli,Dudhauli,"Sindhuli, Nepal",,26.95,86.2,Sindhuli,Bagmati,100.0
442,Police Station Kamalamai,Kamalamai,"Sindhuli, Nepal",,27.25,85.97,Sindhuli,Bagmati,100.0
441,Police Station Khurkot,Khurkot,"Sindhuli, Nepal",,27.4,86.05,Sindhuli,Bagmati,100.0
1251,Police Station Sindhuli,Sindhulimadhi,"Sindhuli, Nepal",,27.25,85.97,Sindhuli,Bagmati,100.0
850,Police Station Sindhulimadhi,Sindhulimadhi,"Sindhuli, Nepal",,27.25,85.97,Sindhuli,Bagmati,100.0
34,District Police Office Sindhupalchok,Chautara,"Chautara, Sindhupalchok, Nepal",,27.778,85.71,Sindhupalchok,Bagmati,100.0
431,District Police Office Sindhupalchok,Chautara,"Sindhupalchok, Nepal",,27.78,85.71,Sindhupalchok,Bagmati,100.0
656,Police Station Bahrabise,Bahrabise,"Sindhupalchok, Nepal",,27.79,85.89,Sindhupalchok,Bagmati,100.0
