ID,Name,Type,Tourism_Category,Latitude,Longitude,City
567142207,Tharu Cultural Museum,node,museum,27.5823723,84.5075435,
567142502,Chitwan National Park Info Office,node,information,27.5741111,84.4937879,
567151136,Elephant Riding,node,attraction,27.5943703,84.4814665,
567943577,The White Lake,node,hotel,27.8657895,83.5442615,
568497246,Boat for rent,node,attraction,28.2034895,83.9626075,
568542954,Hotel Landmark,node,hotel,28.2078818,83.9575377,
575231594,Tibet Peace Guest House,node,guest_house,27.7179328,85.3088723,
576713400,Camp 4S South Col,node,camp_site,27.9733654,86.9302508,
587211680,Omje Khola Campsite,node,camp_site,27.4828061,87.9126748,
598257096,Upper-Tseram,node,camp_site,27.575468,87.9800844,
598632918,N/A,node,camp_site,27.61795,87.9412295,
601450234,N/A,node,hotel,28.1426408,85.3603938,
601450235,Hotel Tashi Delek,node,hotel,28.1106827,85.3402831,
603104985,Hotel Lake Side,node,hotel,28.0841016,85.4100228,
603104987,Namaste Hotel & Lodge,node,alpine_hut,28.0344607,85.4814679,
605254986,Hotel Green Land,node,hotel,28.3006837,83.8487103,
607008422,N/A,node,camp_site,27.3966865,87.7107343,
632389714,Blue Star lodge,node,hotel,28.1427659,85.360258,
632389757,Hotel Ganesh View Lodge,node,guest_house,28.1588314,85.4210754,
632389897,Lower Kyāṅjiṅ Ri,node,viewpoint,28.2176703,85.5706875,
632389925,N/A,node,viewpoint,28.1401352,85.3713442,
671300772,Himalaya Apartments,node,hotel,27.675673,85.3132198,
703894849,Everest View,node,viewpoint,27.7935073,86.7158913,
703894933,Everest View Point,node,viewpoint,27.8025621,86.7153093,
703971944,View to Cho Oyu,node,viewpoint,27.94847,86.6151392,
703972266,रेंजो ला,node,viewpoint,27.9473697,86.6584966,
703972430,Namaste Lodge,node,guest_house,27.8050237,86.7106252,
704001184,Lodge,node,guest_house,27.8456213,86.7486502,
708987883,International Guesthouse,node,guest_house,27.716056,85.3080357,
713296206,Phils Inn,node,guest_house,28.216607,83.9585057,
736940464,शेर्पा संस्कृति संग्रहालय,node,museum,27.8050388,86.714347,
763665000,Sweet Dream Hotel,node,hotel,28.970483,80.183871,
763684019,Hotel Lake Diamond,node,hotel,28.2103363,83.9598865,Pokhara
763689090,Eden Hotel,node,hotel,28.2068464,83.9614103,
765033916,Tatopani Family Lodge,node,guest_house,27.9460706,85.9501284,
766944560,View to Everest,node,viewpoint,27.569184,86.583238,
766944568,View to Everest,node,viewpoint,27.5723219,86.584273,
845563398,Taishan Hotel,node,hotel,27.7113111,85.3117495,
849979315,Nagarkot Paradise Hotel,node,hotel,27.7236518,85.5255411,
849979321,The Fort,node,hotel,27.7240767,85.5257353,
850047171,N/A,node,viewpoint,28.1967156,83.9511556,
850047561,N/A,node,viewpoint,28.200927,83.9453191,
850628338,Khudi,node,guest_house,28.2810894,84.3582715,
852540807,N/A,node,guest_house,28.2934154,84.3713523,
852540939,N/A,node,viewpoint,28.3444422,84.4079363,
852873689,Lata Marang,node,guest_house,28.5442936,84.3018922,
852891584,N/A,node,guest_house,28.5526445,84.2414701,
852891616,Starwood,node,guest_house,28.5273044,84.3044287,
854332034,N/A,node,guest_house,28.6419161,84.1371513,
854332365,N/A,node,guest_house,28.6383162,84.0902139,
854340318,New Hotel Moon Lake,node,alpine_hut,28.6802075,83.9066189,
854367540,Hotel New Phedi,node,alpine_hut,28.7772492,83.9725759,
854367550,Marshiangdi Hotel,node,hotel,28.6846564,83.9988506,
854367569,Thorong High Camp Hotel,node,alpine_hut,28.7827334,83.9675199,
854367571,high camp,node,camp_site,28.7828609,83.9675305,
943246297,Pilgrims Guest House,node,hotel,27.717619,85.3115799,
943246301,Avalon House,node,hotel,27.7187929,85.3115107,
943246319,Kumari Hotel,node,hotel,27.7152564,85.3112966,
943246321,Hotel Manang,node,hotel,27.7177391,85.3101198,
943246322,Kathmandu Grand Hotel,node,hotel,27.7173404,85.3101843,Kathmandu
943246323,Marshyangdi Hotel,node,hotel,27.7170604,85.3101629,Thamel
943246324,Tradition,node,hotel,27.7155417,85.3091972,
949307742,Lailai Hotel,node,hotel,27.7099108,85.306275,
949307744,Ganesh Himal Hotel,node,hotel,27.7098396,85.3065477,
973481481,N/A,node,viewpoint,29.1889677,83.9509449,
973481922,Royal Summer Palace,node,attraction,29.2071415,83.9403367,
973483428,Royal Palace,node,attraction,29.0927173,83.9336999,
973490389,Lo Manthang Guesthouse,node,guest_house,29.1827214,83.9575704,
973821261,New Friendly Home,node,guest_house,28.2061619,83.9608862,
973821264,Annapurna Lodge,node,hotel,28.5420799,83.6488348,
973821270,Hotel Trekkers Inn,node,hotel,28.4954006,83.6535966,
973821272,Hotel Monalisa,node,hotel,28.445098,83.6683769,
973821280,New Daulagiri,node,hotel,28.4236248,83.694183,
973821299,Snow Hill Lodge,node,hotel,28.2035185,83.9665202,
973821301,Peace Eye Guest House,node,guest_house,28.2069931,83.9623749,
974384817,Red House,node,guest_house,28.8377231,83.7846378,
974400743,N/A,node,guest_house,28.9311864,83.8263811,
974400766,N/A,node,viewpoint,28.9309159,83.8262165,
977262750,New Annapurna Guesthouse,node,guest_house,28.2037058,83.9674472,
977284017,Old Royal Palace,node,attraction,29.0640428,83.8729595,
977284052,Charang Village Gate,node,attraction,29.0877217,83.9274622,
977284069,Green Hotel,node,guest_house,29.0921455,83.9326039,
977284083,N/A,node,viewpoint,29.0997995,83.9341791,
977466690,Hotel Anita,node,guest_house,28.9914409,83.8387938,
977466691,Nilgiri Hotel,node,guest_house,28.991169,83.8380309,
977466692,Hotel Dhaulagiri,node,guest_house,28.9911581,83.8386632,
977466696,Hotel Kunga,node,guest_house,29.0069416,83.8567443,
978322905,N/A,node,guest_house,28.2072939,83.9578631,
978322936,Snowland Hotel,node,hotel,28.2089262,83.9576381,
978322938,Lake Vision Guesthouse,node,guest_house,28.2195461,83.9586623,
978322941,Shining Star Hotel,node,hotel,28.2173093,83.9590916,
978322957,Hotel Tropicana,node,hotel,28.2171335,83.9590312,
978322959,Mandap Hotel,node,hotel,28.2169848,83.9589863,
978322961,Be Happy Guesthouse,node,guest_house,28.2167297,83.9589459,
978322963,Laxmi Guesthouse,node,guest_house,28.2165841,83.9588238,
978322978,Crown Hotel,node,hotel,28.2158708,83.958772,
978322981,Plaza Annapurna Hotel,node,hotel,28.2156626,83.9587271,
978322982,Peace Plaza Hotel,node,hotel,28.2152126,83.9581447,
978322998,Nepal Hotel,node,hotel,28.21378,83.9599162,
978323000,Millennium Guesthouse,node,guest_house,28.213211,83.9612911,
978323003,Buddha Hotel,node,hotel,28.2131091,83.9614901,
978323018,Lonely Guest House,node,guest_house,28.2090509,83.9617364,
978323020,Fujihana Guest House,node,guest_house,28.209141,83.9617994,
978323024,Gurkha Lodge,node,guest_house,28.2073028,83.9656892,
978323039,Summit Guesthouse,node,guest_house,28.2053485,83.9678319,
978323043,New Pokhara Lodge,node,guest_house,28.2043326,83.9670578,
978323045,K2 Hotel,node,hotel,28.204008,83.967112,
987397965,Hotel Sunrise,node,guest_house,28.3097024,83.7751364,"Annapurna Rural Municipality, Ward No. 8"
987397966,Evergreen Lodge,node,guest_house,28.3104432,83.7736044,"Annapurna Rural Municipality, Ward No. 8"
987397968,Mira Lodge,node,guest_house,28.3258234,83.7515404,
987397970,Mountain Lodge,node,guest_house,28.3271456,83.7476473,
987397971,Anjana Lodge,node,guest_house,28.3361304,83.7414746,
987397972,Mamta Guesthouse,node,guest_house,28.3422188,83.7415663,
987397973,See You Lodge,node,guest_house,28.3426338,83.74157,
987397974,Sushma Guesthouse,node,guest_house,28.3438403,83.7413075,
987397975,Laxmi Lodge,node,guest_house,28.34434,83.7414115,
987397976,Dipak Guesthouse,node,guest_house,28.3446994,83.7415038,"Annapurna Rural Municipality, Ward No.9"
987397979,Kamala Guesthouse,node,guest_house,28.3488029,83.742063,
987397980,Chandra Guesthouse,node,guest_house,28.3492949,83.7422661,
987397981,Laxmi Guesthouse,node,guest_house,28.3493828,83.7426656,
987557019,Sunrise Guesthouse,node,guest_house,28.3757077,83.8078756,
987557021,Peaceful Lodge,node,guest_house,28.3755188,83.8079996,
987557041,Manisha Hotel,node,guest_house,28.3752871,83.8082951,
987557764,Bright Guesthouse,node,hotel,28.3731105,83.8185532,"Annapurna Rural Municipality, Ward No. 11"
987557827,Bee Hive Guesthouse,node,guest_house,28.3741147,83.8193577,
988616558,Paradise Guesthouse,node,guest_house,28.3522668,83.8294712,"Annapurna Rural Municipality, Ward No. 10"
988616559,Super View Guesthouse,node,guest_house,28.3663679,83.824597,
988616561,International Guesthouse,node,guest_house,28.352132,83.8293627,"Annapurna Rural Municipality, Ward No. 10"
988616562,Sunny Guesthouse,node,guest_house,28.3520213,83.8291965,"Annapurna Rural Municipality, Ward No. 10"
988616563,Hira Lodge,node,guest_house,28.3516806,83.8287248,"Annapurna Rural Municipality, Ward No. 10"
988616564,Tolka Guesthouse,node,guest_house,28.3517615,83.8267884,"Annapurna Rural Municipality, Ward No. 10"
988616565,Ram Lodge,node,guest_house,28.3518994,83.8246051,"Annapurna Rural Municipality, Ward No. 10"
988616566,Sapna Lodge,node,guest_house,28.346515,83.8233994,"Annapurna Rural Municipality, Ward No. 10"
988616568,Excellent View Guesthouse & Restaurant,node,guest_house,28.3452126,83.8241484,"Annapurna Rural Municipality, Ward No. 10"
988616569,Sunlight Guesthouse & Restaurant,node,guest_house,28.3429689,83.8242425,"Annapurna Rural Municipality, Ward No. 10"
988616574,Hita Guesthouse Restaurant,node,guest_house,28.3386709,83.8317767,"Annapurna Rural Municipality, Ward No. 10"
988616576,Sundar Guesthouse,node,guest_house,28.3375493,83.8303155,"Annapurna Rural Municipality, Ward No. 10"
988616577,Archana Guesthouse & Restaurant,node,guest_house,28.3348348,83.8306668,"Annapurna Rural Municipality, Ward No. 10"
988616588,Paradise Hotel,node,hotel,28.3040819,83.8412439,
988616589,Dhaulagiri View Hotel,node,hotel,28.2998466,83.8470947,
988616590,Nice View Guest House,node,hotel,28.3004046,83.8473777,
988616591,New Excellent View Guesthouse,node,guest_house,28.3004526,83.8475877,
988616592,Yama Sakura Guesthouse,node,guest_house,28.3004865,83.8482543,
988616593,Green Land Hotel,node,guest_house,28.300596,83.8482928,
988616594,Panaroma Point Lodge,node,hotel,28.3002769,83.8489451,
992508276,Potala Guesthouse,node,hotel,27.7122773,85.310626,
995835493,Tourist Information Center,node,information,28.7828613,83.7254498,
995836839,River Side Lodge,node,guest_house,28.6868822,83.6150348,
995841952,Tourist Check Post and Information Center,node,information,28.6076052,83.6440872,
995841953,National Lodge,node,guest_house,28.6091406,83.6435331,
995930678,Namaste Lodge,node,guest_house,28.4211006,83.6959911,
995932650,Green View Lodge,node,guest_house,28.3110788,83.7731286,"Annapurna Rural Municipality, Ward No. 8"
995932653,Hungry Eye Lodge,node,guest_house,28.4030732,83.6994764,
1026419990,Community Lodge,node,guest_house,27.5575839,85.966928,
1026430456,Newar Homestay Surkey,node,guest_house,27.5053516,85.9820004,
1036992010,Chitwan Forest Resort,node,hotel,27.5814939,84.4933201,
1036992013,Wendy's Lodge,node,guest_house,27.579975,84.4939485,
1036992015,Hambro Hotel,node,hotel,27.575503,84.4934985,
1036992016,Hotel Nature Heritage,node,guest_house,27.5752772,84.4938066,
1036992017,Hotel Riverside,node,guest_house,27.5757228,84.4935964,
1036992019,Royal Park Hotel,node,hotel,27.5766044,84.4942566,
1036992020,Rhino Lodge,node,guest_house,27.577962,84.4938869,
1036992021,Jungle Safari Lodge,node,guest_house,27.5783811,84.4943653,
1036992022,River View Jungle Camp,node,guest_house,27.5785862,84.4939309,
1036992023,Chitwan Resort and Camp,node,hotel,27.5795771,84.4939309,
1037219146,Shuk Sagar Hotel,node,hotel,26.7315547,85.9251502,
1038273465,Elephant Safari Resort,node,guest_house,27.5839582,84.4676585,
1038273470,Paradise Hotel,node,hotel,27.5830949,84.4877969,
1038273473,Jungle Lodge Hotel,node,hotel,27.5810427,84.4934679,
1046594024,N/A,node,camp_site,28.5738251,84.7012723,
1046594367,Manaslu Checkpoint,node,information,28.3514273,84.8957226,
1046595043,Hotel Tilche,node,alpine_hut,28.5448168,84.3808556,
1046595865,N/A,node,camp_site,28.1492453,84.8630253,
1046601033,N/A,node,camp_site,28.228503,84.8745663,
1046601392,N/A,node,camp_site,28.6589539,84.5837196,
1046603926,Tsum Valley or Larke Pass,node,information,28.4322172,84.897521,
1046605306,Yuru Khola,node,camp_site,28.3273346,84.9078374,
1184218577,Nepal Tourism Board,node,information,28.1988715,83.9689962,
1241675711,N/A,node,viewpoint,28.2142145,83.9369752,
1280030112,Prakash Guesthouse,node,guest_house,28.1691011,84.1148613,
1280030189,Hotel Annapurna lake view,node,guest_house,28.1722387,84.0924849,
1280030288,Begnas Coffee House,node,guest_house,28.1635102,84.1042266,
1280030990,Hill Top Hotel,node,guest_house,28.172209,84.0913816,
1280126250,N/A,node,information,27.7057634,85.347173,
1322265314,Khadgami Guest House,node,guest_house,27.9370747,84.4056379,
1323518149,Everest Hotel,node,hotel,28.072262,81.6313467,
1325468131,N/A,node,caravan_site,27.579573,84.4939352,
1329281600,Silk Factory,node,yes,27.9345151,84.3955453,
1329314640,Green Park Resort,node,hotel,27.9407117,84.4058772,
1329317035,N/A,node,viewpoint,27.943828,84.4039104,
1329317073,Mountain view,node,viewpoint,27.9399704,84.4101377,
1329319684,Siddha Cave,node,attraction,27.9484399,84.4185018,
1329326254,N/A,node,hotel,27.9530559,84.4237143,
1329331034,Ramkot,node,yes,27.9468823,84.363818,
1329625991,N/A,node,viewpoint,28.0047146,84.607183,
1329633212,N/A,node,viewpoint,28.0032094,84.6253748,
1330351184,N/A,node,viewpoint,28.0046308,84.6297952,
1330352604,Dhuni Pati,node,museum,28.0042154,84.629058,
1330353540,Tallo Kot,node,attraction,28.0050334,84.6250791,
1330353593,Upallo Kot,node,attraction,28.0041951,84.6343917,
1338303817,View Top Lodge and Restaurant,node,hotel,28.243297,83.9481824,
1338303819,Lake View Lodge,node,hotel,28.2441623,83.9486021,
1341029270,Entry to National Park,node,information,27.8240677,85.4483823,
1341029283,Hotel Lama,node,hotel,27.7639353,85.4981579,
1341029402,Green Valley,node,hotel,27.7230736,85.5277766,
1341029439,Hotel Country Villa,node,hotel,27.7268402,85.5252313,
1341052505,Lodge,node,hotel,27.5823681,84.4951611,
1341052548,Safari Adventure Lodge,node,hotel,27.5850688,84.473262,
1343823116,Dolma Guesthouse,node,hostel,28.1421535,85.3663922,
1343823370,cliff honey bee,node,attraction,28.1567222,85.3903594,
1343823402,cliff honey bee,node,attraction,28.1547021,85.3804313,
1343823419,Hotel Sky,node,hotel,28.1620726,85.3365607,
1343823429,Dunche Guest House,node,hotel,28.112708,85.2962721,
1343823470,Laligurash,node,guest_house,28.1181591,85.3631681,
1343823492,Deurali,node,guest_house,28.104378,85.324308,
1345285845,N/A,node,viewpoint,28.6787403,83.9885581,
1349642553,Excelsior Hotel,node,hotel,27.7145164,85.3105455,
1349658484,Vaishali,node,hotel,27.7166119,85.3111787,
1349658485,Surya,node,hotel,27.7154882,85.311547,
1349658486,Namaskar,node,guest_house,27.7161924,85.3112782,
1349658487,Iceland,node,hotel,27.7164382,85.3101463,
1349658489,Impala,node,hotel,27.7175447,85.3101951,
1349658500,Karma,node,hotel,27.7163128,85.3109255,
1349664584,Thara,node,hotel,27.7124799,85.3112618,
1349680673,Poon Hill,node,hotel,27.7115695,85.3090587,
1349680681,Hotel Blue Diamond,node,hotel,27.7123764,85.3120896,Kathmandu
1349680686,Pisang,node,hotel,27.7129315,85.3110456,
1349680694,Lhasa,node,guest_house,27.7118221,85.3120405,
1349680697,Utse,node,hotel,27.7121432,85.3122725,
1349680700,Yanki,node,hotel,27.7118116,85.3090654,
1349680726,Norling Guesthouse,node,guest_house,27.7104358,85.3111012,
1349680727,My Home,node,hotel,27.7130291,85.3110593,
1349680754,Hotel Elite,node,hotel,27.7109599,85.312051,
1349680757,Norling,node,hotel,27.7123965,85.3122679,
1349697686,Annapurna,node,guest_house,27.7173881,85.312673,
1349697700,यती,node,hotel,27.7164231,85.3136584,
1349697713,शक्ति,node,hotel,27.7167364,85.3129529,
1349697722,Samsara Resort,node,hotel,27.7168609,85.3109242,
1349697725,Hotel Dolphin,node,guest_house,27.7173793,85.3121267,Thamel
1349697726,Kathmandu Aagantuk Hotel,node,hotel,27.7174783,85.3111977,
1349697727,Hotel Norbulinka,node,hotel,27.7172551,85.3124959,
1349697737,Mandap,node,hotel,27.7162296,85.3098996,
1349697738,Zzang,node,hotel,27.7175115,85.3106935,
1349697742,भिल्ला एभरेस्ट,node,hotel,27.7170023,85.3130629,
1350011393,Holy Lodge,node,hotel,27.7158876,85.3097549,
1350011407,Acme Guest House,node,hotel,27.7158262,85.3106242,
1350011409,Prince,node,hotel,27.7157449,85.3098144,
1350011414,Northfield Hotel,node,hotel,27.7158128,85.3103243,
1350027110,ACAP Office,node,information,27.7020475,85.3169983,
1352229250,Mums Garden Resort,node,hotel,28.2034965,83.9668909,
1352234851,Giri Guesthouse,node,guest_house,28.2068159,83.9604938,
1352234861,Green Tara,node,hotel,28.2069322,83.9601723,
1352234872,Sacred Valley Inn,node,hotel,28.2066529,83.9590937,
1352234875,Viewpoint Hotel,node,hotel,28.2062232,83.9615708,
1352234878,Laxman Restaurant and Bar,node,guest_house,28.2060271,83.9606748,
1352860975,Mandala,node,hotel,28.2147532,83.9589027,
1355676829,Peace and Love Hotel,node,hotel,28.2993096,84.3869957,
1366437371,Hotel Machhapuchhre,node,hotel,28.2160911,83.958934,
1366438445,HOTEL ANNAPURNA ASHIRVAD,node,hotel,28.2133762,83.9601426,Pokhara
1366446650,ACAP Permit & TIMS Counter,node,information,28.1988951,83.969066,
1366472477,Sunrise Guest House,node,guest_house,28.266042,83.9183142,
1366484298,Sunita Guest House and Restaurant,node,guest_house,28.2730975,83.8974614,
1366484299,Shiva Lodge and Restaurant,node,guest_house,28.2731983,83.8973042,
1366506520,Guest House,node,guest_house,28.2813255,83.8668308,
1366506521,N/A,node,guest_house,28.2815572,83.8675403,
1366513963,N/A,node,guest_house,28.2920056,83.8721895,
1366519862,N/A,node,viewpoint,28.3001431,83.8611099,
1366523178,N/A,node,hotel,28.3003275,83.8601925,
1366527306,Hill Top Guest House,node,guest_house,28.3002367,83.8582184,
1366532064,N/A,node,viewpoint,28.3005731,83.855382,
1366542224,Tourist Check Post,node,information,28.3046178,83.8413348,
1366598694,Manisha Hotel & Restaurant,node,guest_house,28.2929508,83.8230051,"Annapurna Rural Municipality, Ward No.3"
1366598697,N/A,node,hotel,28.2927063,83.823559,
1366637709,Hotel Nirvana,node,guest_house,28.3047484,83.7852437,
1366648615,Gurung Hotel,node,guest_house,28.2646582,83.8198583,
1366677049,Kalika View Point,node,guest_house,28.2104374,84.0810562,
1366689138,N/A,node,viewpoint,28.2126791,84.0830104,
1366694721,Gautam Restaurant,node,guest_house,28.165259,84.0910815,
1366694723,N/A,node,guest_house,28.1644918,84.0905877,
1366695537,Begnas lodge and restaurant,node,guest_house,28.1651619,84.0911644,
1366701408,Lake View,node,guest_house,28.1652248,84.0939351,
1382776320,ACAP Tourist Check Post,node,information,28.3132246,83.8302988,
1382858894,Nice View Lodge,node,guest_house,28.4122858,83.819155,Annapurna Rural Mun 11
1382924926,Hotel Himal,node,guest_house,28.4281035,83.8294134,
1382932111,Hinku Cave,node,yes,28.493107,83.8927034,
1382933234,Shangrila Guest House and Restaurant,node,guest_house,28.497459,83.8982901,
1382946119,Gurung Co-Operative Guest House and Restaurant,node,guest_house,28.526536,83.9076531,Annapurna Rural Mun 11
1382948717,N/A,node,guest_house,28.5308728,83.8780567,
1382951825,Mountain Discovery Lodge,node,guest_house,28.4104844,83.7901121,
1382955651,Namo Buddha Guest-House,node,guest_house,28.4084202,83.7839431,
1382957269,British Ex Gorkha Guest-House,node,guest_house,28.4077549,83.7800807,
1382958772,Hill Side Lodge,node,guest_house,28.4063783,83.7764585,
1382959636,Mountain Discovery Lodge,node,guest_house,28.4044724,83.7756056,
1382964124,Tranquility Guest House & Restaurant,node,guest_house,28.3940456,83.7527427,
1382965189,Sankar Hotel & Restaurant,node,guest_house,28.3942116,83.7490813,"Annapurna Rural Municipality, Ward No.8"
1382972417,Deurali Yak Hotel,node,guest_house,28.3969009,83.728887,
1382985497,Shikhar Guest House,node,guest_house,28.4001326,83.6995291,
1383001005,Everest Homestay,node,guest_house,28.3754972,83.8084677,
1383015212,Bikash Guest House,node,guest_house,28.3564884,83.804817,
1383019293,Green Valley Lodge and Restaurant,node,hotel,28.3399959,83.8021037,"Annapurna Rural Municipality, Ward No. 11"
1383023282,Anjuli Hotel & Restaurant,node,hotel,28.3316863,83.7977182,"Annapurna Rural Municipality, Ward No. 10"
1383034124,TIMS Check Post,node,information,28.3086873,83.7749917,"Annapurna Rural Municipality, Ward No. 8"
1383041989,NTNC/ACAP Tourist Checkpost,node,information,28.3095991,83.7752624,"Annapurna Rural Municipality, Ward No. 8"
1383050310,Binti Lodge & Restaurant,node,hotel,28.2995557,83.7971315,"Annapurna Rural Municipality, Ward No.6"
1390371550,Radisson Hotel Kathmandu,node,hotel,27.7200685,85.3214693,Kathmandu
1390376898,ACAP / TIMS Checkpost,node,information,28.108927,85.2894275,
1398437048,Nagarkot Tower,node,viewpoint,27.6921682,85.5199012,
1417964983,Tourist information center,node,information,27.5853558,85.5154264,
1418994798,Ananda Café and Guesthouse,node,guest_house,27.5850151,85.516988,
1420156237,Panauti Museum,node,museum,27.5850092,85.5171306,
1431996477,मुक्तिनाथ,node,attraction,28.8169164,83.8714547,
1461362183,Hotel Gorkha Bisauni,node,hotel,27.9959634,84.6251035,
1477827143,Hotel Yambu Kathmandu,node,hotel,27.7177674,85.3115829,
1485423759,Lalka Camp,node,information,28.3458808,83.9192263,
1489546013,Himalayan Villa,node,hotel,27.7227522,85.5265975,
1490108258,Chautari,node,hotel,27.7231618,85.526293,
1490108260,Stupa,node,hotel,27.7212938,85.5231311,
1492203719,N/A,node,viewpoint,27.7233683,85.5242832,
1492311483,Kongde View Lodge,node,guest_house,27.8043095,86.7106182,
1492311485,Phakding Star Lodge,node,guest_house,27.7437656,86.7126396,
1493239868,Nirvana,node,guest_house,27.7218292,85.5274073,
1497927174,Rama,node,hotel,26.7353315,85.9319075,
1499860699,New Elephant Head,node,hotel,27.723186,85.5252479,
1499925598,N/A,node,information,27.7188629,85.5199648,
1500932986,Hillside,node,hotel,27.7294897,85.5251166,
1500932989,Unkai,node,hotel,27.7280818,85.5263905,
1502562675,Eco-Home,node,hotel,27.7226555,85.5247752,
1502562678,New Dragon,node,hotel,27.7225373,85.5247374,
1502562687,N/A,node,information,27.7220047,85.523003,
1513673127,K. C.,node,guest_house,28.1000731,83.8716546,
1513673136,Sherchan,node,guest_house,28.0992369,83.8714696,
1513693555,Butterfly Lodge,node,hotel,28.2128021,83.9581343,
1518595220,N/A,node,camp_site,27.8662737,86.221614,
1518668143,N/A,node,camp_site,27.9031627,86.3421642,
1518668617,N/A,node,camp_site,27.904755,86.2958454,
1527166789,Tiger Tops Tented Camp,node,camp_site,27.5270961,84.2241729,
1527166847,Tiger Tops Jungle Lodge,node,hotel,27.5416948,84.1900766,
1534450701,Sapana Lodge,node,hotel,27.5897518,84.491939,
1537553863,Jungle Sunset hotel,node,hotel,27.5788472,84.4924548,
1544921623,N/A,node,artwork,27.9227957,85.5938136,
1548806648,OMS Home,node,hotel,28.7829258,83.7250904,
1548806657,Trekkers Inn,node,hotel,28.7828027,83.7248614,
1548806675,Sita Air,node,information,28.7827478,83.7247967,
1548806677,Hotel Mustang Monalisha,node,hotel,28.7826185,83.7247053,
1548806678,Hotel Lali Gurans,node,hotel,28.7827913,83.7245513,
1548806679,Hotel Majesty,node,hotel,28.7826009,83.7239849,
1548806691,Kali Gandaki Guesthouse,node,guest_house,28.7819455,83.7229065,
1548806692,Hotel Snowland,node,hotel,28.7820142,83.7226185,
1548806693,Hotel Airport Inn,node,hotel,28.7818233,83.7224851,
1548806705,Hotel Tilicho,node,hotel,28.781213,83.7220039,
1548806706,Hotel Dreamland,node,hotel,28.781576,83.721964,
1548806714,Hotel Sakura,node,hotel,28.7809603,83.7216385,
1548806716,Hotel Mountain View,node,hotel,28.7823986,83.7241542,
1548806719,Hotel Mountain Breeze,node,hotel,28.7812206,83.7215852,
1548806728,Hotel Jomsom View,node,hotel,28.7838774,83.7281914,
1548806730,Jeep / Bus Ticket,node,information,28.7822586,83.7230256,
1548806741,Shagri La Air,node,information,28.7826059,83.7240431,
1548806742,Yeti / Tara Air,node,information,28.7826573,83.7247038,
1548806758,Hotel Windy Valley,node,hotel,28.7811298,83.7218785,
1548844040,Himalaya Hotel,node,hotel,28.6477115,84.105037,
1548844053,N/A,node,viewpoint,28.6414148,84.1160261,
1548844056,N/A,node,viewpoint,28.6419567,84.1228428,
1548844057,Gorkhali Hotel,node,hotel,28.6412936,84.1373107,
1548844058,Yak Ru Hotel,node,hotel,28.6411124,84.137622,
1548844068,Yak & Yeti Hotel,node,hotel,28.6161594,84.1527642,
1548844159,Munji Lodge & Bakery,node,guest_house,28.6501478,84.052466,
1549107538,Hotel Manasulu View,node,hotel,28.5500233,84.2447708,
1549107550,Tibet Hotel,node,hotel,28.5522708,84.2419992,
