6939	2009-03_Sauraha_07.jpg	wm	2009-03 Sauraha 07	Ralf Lotys (Sicherlich)	CC BY 3.0	wikimedia	https://commons.wikimedia.org/wiki/File:2009-03_Sauraha_07.jpg
6748	2009-03_Sauraha_07.jpg	wm	2009-03 Sauraha 07	Ralf Lotys (Sicherlich)	CC BY 3.0	wikimedia	https://commons.wikimedia.org/wiki/File:2009-03_Sauraha_07.jpg
6722	2009-03_Sauraha_07.jpg	wm	2009-03 Sauraha 07	Ralf Lotys (Sicherlich)	CC BY 3.0	wikimedia	https://commons.wikimedia.org/wiki/File:2009-03_Sauraha_07.jpg
28	2009-03_Sauraha_07.jpg	wm	2009-03 Sauraha 07	Ralf Lotys (Sicherlich)	CC BY 3.0	wikimedia	https://commons.wikimedia.org/wiki/File:2009-03_Sauraha_07.jpg
6431	2009-03_Sauraha_07.jpg	wm	2009-03 Sauraha 07	Ralf Lotys (Sicherlich)	CC BY 3.0	wikimedia	https://commons.wikimedia.org/wiki/File:2009-03_Sauraha_07.jpg
6958	Lo_Manthang_Royal_Palace.JPG	wm	Lo Manthang Royal Palace	Wikimedia Commons contributor	See Commons file page	wikimedia	https://commons.wikimedia.org/wiki/File:Lo_Manthang_Royal_Palace.JPG
6546	Mustang-Lo_Manthang-41-Jampa_Lhakhang-2015-gje.jpg	wm	Mustang-Lo Manthang-41-Jampa Lhakhang-2015-gje	Wikimedia Commons contributor	See Commons file page	wikimedia	https://commons.wikimedia.org/wiki/File:Mustang-Lo_Manthang-41-Jampa_Lhakhang-2015-gje.jpg
6878	Mustang-Lo_Manthang-41-Jampa_Lhakhang-2015-gje.jpg	wm	Mustang-Lo Manthang-41-Jampa Lhakhang-2015-gje	Wikimedia Commons contributor	See Commons file page	wikimedia	https://commons.wikimedia.org/wiki/File:Mustang-Lo_Manthang-41-Jampa_Lhakhang-2015-gje.jpg
6856	Halesi_Mahadev_Temple.jpg	wm	Halesi Mahadev Temple	Wikimedia Commons contributor	See Commons file page	wikimedia	https://commons.wikimedia.org/wiki/File:Halesi_Mahadev_Temple.jpg
7037	Halesi_Mahadev_Temple.jpg	wm	Halesi Mahadev Temple	Wikimedia Commons contributor	See Commons file page	wikimedia	https://commons.wikimedia.org/wiki/File:Halesi_Mahadev_Temple.jpg
6524	Poon_Hill-68-Besucher_vor_Dhaulagiri-2013-gje.jpg	wm	Poon Hill-68-Besucher vor Dhaulagiri-2013-gje	Wikimedia Commons contributor	See Commons file page	wikimedia	https://commons.wikimedia.org/wiki/File:Poon_Hill-68-Besucher_vor_Dhaulagiri-2013-gje.jpg
7201	Budanilkantha_town_and_Shivapuri_hills.jpg	wm	Budanilkantha town and Shivapuri hills	Bharatahs	CC BY-SA 4.0	wikimedia	https://commons.wikimedia.org/wiki/File:Budanilkantha_town_and_Shivapuri_hills.jpg
6925	Pashupatinath-oberer_Zugang-10-Guhyeshvari-2013-gje.jpg	wm	Pashupatinath-oberer Zugang-10-Guhyeshvari-2013-gje	Wikimedia Commons contributor	See Commons file page	wikimedia	https://commons.wikimedia.org/wiki/File:Pashupatinath-oberer_Zugang-10-Guhyeshvari-2013-gje.jpg
7239	Mustang-Jhong-Hoehle-02-2015-gje.jpg	wm	Mustang-Jhong-Hoehle-02-2015-gje	Wikimedia Commons contributor	See Commons file page	wikimedia	https://commons.wikimedia.org/wiki/File:Mustang-Jhong-Hoehle-02-2015-gje.jpg
