ID,Name,Type,Tourism_Category,Latitude,Longitude,City,Area,District,Province,search_text
553334409,,node,viewpoint,27.5713226,85.5815355,नमोबुद्ध नगरपालिका,डाँडाकाटेरी,काभ्रेपलाञ्चोक जिल्ला,बागमती प्रदेश,nan नमोबुद्ध नगरपालिका डाँडाकाटेरी काभ्रेपलाञ्चोक जिल्ला बागमती प्रदेश nepal
553340019,,node,viewpoint,27.5699799,85.5802032,नमोबुद्ध नगरपालिका,डाँडाकाटेरी,काभ्रेपलाञ्चोक जिल्ला,बागमती प्रदेश,nan नमोबुद्ध नगरपालिका डाँडाकाटेरी काभ्रेपलाञ्चोक जिल्ला बागमती प्रदेश nepal
556346445,,node,hotel,28.6028785,83.643428,Thasang,,मुस्ताङ,गण्डकी प्रदेश,nan thasang  मुस्ताङ गण्डकी प्रदेश nepal
558561826,Hotel Shanker,node,hotel,27.7189329,85.3199249,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,hotel shanker काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
560496817,,node,viewpoint,27.7101439,85.3492969,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,nan काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
564109888,Pangboche,node,guest_house,27.8565776,86.7880999,खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,pangboche खुम्बु पासाङल्हामु गाउँपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
564110625,,node,guest_house,27.8560011,86.7926626,खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,nan खुम्बु पासाङल्हामु गाउँपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
564120040,Monjo,node,guest_house,27.7714811,86.722963,खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,monjo खुम्बु पासाङल्हामु गाउँपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
564120295,Phakding,node,guest_house,27.7435581,86.7128481,खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,phakding खुम्बु पासाङल्हामु गाउँपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
564122715,Lukla Lodge,node,guest_house,27.6934465,86.7279924,खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,lukla lodge खुम्बु पासाङल्हामु गाउँपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
565159946,मकालु 马卡鲁峰,node,viewpoint,27.8914385,87.0884403,,,,,मकालु 马卡鲁峰     nepal
567131171,Wildlife Camp,node,hotel,27.5796638,84.4944877,रत्ननगर नगरपालिका,,चितवन जिल्ला,बागमती प्रदेश,wildlife camp रत्ननगर नगरपालिका  चितवन जिल्ला बागमती प्रदेश nepal
567142203,Tharu Cultural Museum,node,museum,27.581435,84.5084926,रत्ननगर नगरपालिका,,चितवन जिल्ला,बागमती प्रदेश,tharu cultural museum रत्ननगर नगरपालिका  चितवन जिल्ला बागमती प्रदेश nepal
567142207,Tharu Cultural Museum,node,museum,27.5823723,84.5075435,रत्ननगर नगरपालिका,,चितवन जिल्ला,बागमती प्रदेश,tharu cultural museum रत्ननगर नगरपालिका  चितवन जिल्ला बागमती प्रदेश nepal
567142502,Chitwan National Park Info Office,node,information,27.5741111,84.4937879,रत्ननगर नगरपालिका,,चितवन जिल्ला,बागमती प्रदेश,chitwan national park info office रत्ननगर नगरपालिका  चितवन जिल्ला बागमती प्रदेश nepal
567151136,Elephant Riding,node,attraction,27.5943703,84.4814665,भरतपुर,,चितवन जिल्ला,बागमती प्रदेश,elephant riding भरतपुर  चितवन जिल्ला बागमती प्रदेश nepal
567943577,The White Lake,node,hotel,27.8657895,83.5442615,Tansen,,पाल्पा,लुम्बिनी प्रदेश,the white lake tansen  पाल्पा लुम्बिनी प्रदेश nepal
568497246,Boat for rent,node,attraction,28.2034895,83.9626075,Pokhara,बैदाम,कास्की,गण्डकी प्रदेश,boat for rent pokhara बैदाम कास्की गण्डकी प्रदेश nepal
568542954,Hotel Landmark,node,hotel,28.2078818,83.9575377,Pokhara,बैदाम,कास्की,गण्डकी प्रदेश,hotel landmark pokhara बैदाम कास्की गण्डकी प्रदेश nepal
575231594,Tibet Peace Guest House,node,guest_house,27.7179328,85.3088723,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,tibet peace guest house काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
576713400,Camp 4S South Col,node,camp_site,27.9733654,86.9302508,खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,camp 4s south col खुम्बु पासाङल्हामु गाउँपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
587211680,Omje Khola Campsite,node,camp_site,27.4828061,87.9126748,सिरिजङ्घा गाउँपालिका,,ताप्लेजुङ जिल्ला,कोशी प्रदेश,omje khola campsite सिरिजङ्घा गाउँपालिका  ताप्लेजुङ जिल्ला कोशी प्रदेश nepal
598257096,Upper-Tseram,node,camp_site,27.575468,87.9800844,फक्ताङलुङ गाउँपालिका,,ताप्लेजुङ जिल्ला,कोशी प्रदेश,upper-tseram फक्ताङलुङ गाउँपालिका  ताप्लेजुङ जिल्ला कोशी प्रदेश nepal
598632918,,node,camp_site,27.61795,87.9412295,फक्ताङलुङ गाउँपालिका,,ताप्लेजुङ जिल्ला,कोशी प्रदेश,nan फक्ताङलुङ गाउँपालिका  ताप्लेजुङ जिल्ला कोशी प्रदेश nepal
601450234,,node,hotel,28.1426408,85.3603938,गोसाइँकुण्ड गाउँपालिका,,रसुवा जिल्ला,बागमती प्रदेश,nan गोसाइँकुण्ड गाउँपालिका  रसुवा जिल्ला बागमती प्रदेश nepal
601450235,Hotel Tashi Delek,node,hotel,28.1106827,85.3402831,गोसाइँकुण्ड गाउँपालिका,,रसुवा जिल्ला,बागमती प्रदेश,hotel tashi delek गोसाइँकुण्ड गाउँपालिका  रसुवा जिल्ला बागमती प्रदेश nepal
603104985,Hotel Lake Side,node,hotel,28.0841016,85.4100228,गोसाइँकुण्ड गाउँपालिका,,रसुवा जिल्ला,बागमती प्रदेश,hotel lake side गोसाइँकुण्ड गाउँपालिका  रसुवा जिल्ला बागमती प्रदेश nepal
603104987,Namaste Hotel & Lodge,node,alpine_hut,28.0344607,85.4814679,दुप्चेश्वर गाउँपालिका,,नुवाकोट जिल्ला,बागमती प्रदेश,namaste hotel & lodge दुप्चेश्वर गाउँपालिका  नुवाकोट जिल्ला बागमती प्रदेश nepal
605254986,Hotel Green Land,node,hotel,28.3006837,83.8487103,Machhapuchchhre,,कास्की,गण्डकी प्रदेश,hotel green land machhapuchchhre  कास्की गण्डकी प्रदेश nepal
607008422,,node,camp_site,27.3966865,87.7107343,फुङलिङ नगरपालिका,,ताप्लेजुङ जिल्ला,कोशी प्रदेश,nan फुङलिङ नगरपालिका  ताप्लेजुङ जिल्ला कोशी प्रदेश nepal
632389714,Blue Star lodge,node,hotel,28.1427659,85.360258,गोसाइँकुण्ड गाउँपालिका,,रसुवा जिल्ला,बागमती प्रदेश,blue star lodge गोसाइँकुण्ड गाउँपालिका  रसुवा जिल्ला बागमती प्रदेश nepal
632389757,Hotel Ganesh View Lodge,node,guest_house,28.1588314,85.4210754,गोसाइँकुण्ड गाउँपालिका,,रसुवा जिल्ला,बागमती प्रदेश,hotel ganesh view lodge गोसाइँकुण्ड गाउँपालिका  रसुवा जिल्ला बागमती प्रदेश nepal
632389897,Lower Kyāṅjiṅ Ri,node,viewpoint,28.2176703,85.5706875,गोसाइँकुण्ड गाउँपालिका,,रसुवा जिल्ला,बागमती प्रदेश,lower kyāṅjiṅ ri गोसाइँकुण्ड गाउँपालिका  रसुवा जिल्ला बागमती प्रदेश nepal
632389925,,node,viewpoint,28.1401352,85.3713442,गोसाइँकुण्ड गाउँपालिका,,रसुवा जिल्ला,बागमती प्रदेश,nan गोसाइँकुण्ड गाउँपालिका  रसुवा जिल्ला बागमती प्रदेश nepal
671300772,Himalaya Apartments,node,hotel,27.675673,85.3132198,ललितपुर,,ललितपुर जिल्ला,बागमती प्रदेश,himalaya apartments ललितपुर  ललितपुर जिल्ला बागमती प्रदेश nepal
703894849,Everest View,node,viewpoint,27.7935073,86.7158913,खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,everest view खुम्बु पासाङल्हामु गाउँपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
703894933,Everest View Point,node,viewpoint,27.8025621,86.7153093,खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,everest view point खुम्बु पासाङल्हामु गाउँपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
703971944,View to Cho Oyu,node,viewpoint,27.94847,86.6151392,खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,view to cho oyu खुम्बु पासाङल्हामु गाउँपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
703972266,रेंजो ला,node,viewpoint,27.9473697,86.6584966,खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,रेंजो ला खुम्बु पासाङल्हामु गाउँपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
703972430,Namaste Lodge,node,guest_house,27.8050237,86.7106252,खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,namaste lodge खुम्बु पासाङल्हामु गाउँपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
704001184,Lodge,node,guest_house,27.8456213,86.7486502,खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,lodge खुम्बु पासाङल्हामु गाउँपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
708987883,International Guesthouse,node,guest_house,27.716056,85.3080357,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,international guesthouse काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
713296206,Phils Inn,node,guest_house,28.216607,83.9585057,Pokhara,बैदाम,कास्की,गण्डकी प्रदेश,phils inn pokhara बैदाम कास्की गण्डकी प्रदेश nepal
736940464,शेर्पा संस्कृति संग्रहालय,node,museum,27.8050388,86.714347,खुम्बु पासाङल्हामु गाउँपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,शेर्पा संस्कृति संग्रहालय खुम्बु पासाङल्हामु गाउँपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
763665000,Sweet Dream Hotel,node,hotel,28.970483,80.183871,भिमदत्त,,कञ्चनपुर जिल्ला,सुदूरपश्चिम प्रदेश,sweet dream hotel भिमदत्त  कञ्चनपुर जिल्ला सुदूरपश्चिम प्रदेश nepal
763684019,Hotel Lake Diamond,node,hotel,28.2103363,83.9598865,Pokhara,बैदाम,कास्की,गण्डकी प्रदेश,hotel lake diamond pokhara बैदाम कास्की गण्डकी प्रदेश nepal
763689090,Eden Hotel,node,hotel,28.2068464,83.9614103,Pokhara,बैदाम,कास्की,गण्डकी प्रदेश,eden hotel pokhara बैदाम कास्की गण्डकी प्रदेश nepal
765033916,Tatopani Family Lodge,node,guest_house,27.9460706,85.9501284,भोटेकोशी गाउँपालिका,,सिन्धुपाल्चोक जिल्ला,बागमती प्रदेश,tatopani family lodge भोटेकोशी गाउँपालिका  सिन्धुपाल्चोक जिल्ला बागमती प्रदेश nepal
766944560,View to Everest,node,viewpoint,27.569184,86.583238,सोलुदुधकुण्ड नगरपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,view to everest सोलुदुधकुण्ड नगरपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
766944568,View to Everest,node,viewpoint,27.5723219,86.584273,सोलुदुधकुण्ड नगरपालिका,,सोलुखुम्बु जिल्ला,कोशी प्रदेश,view to everest सोलुदुधकुण्ड नगरपालिका  सोलुखुम्बु जिल्ला कोशी प्रदेश nepal
845563398,Taishan Hotel,node,hotel,27.7113111,85.3117495,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,taishan hotel काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
849979315,Nagarkot Paradise Hotel,node,hotel,27.7236518,85.5255411,मण्डनदेउपुर नगरपालिका,,काभ्रेपलाञ्चोक जिल्ला,बागमती प्रदेश,nagarkot paradise hotel मण्डनदेउपुर नगरपालिका  काभ्रेपलाञ्चोक जिल्ला बागमती प्रदेश nepal
849979321,The Fort,node,hotel,27.7240767,85.5257353,मण्डनदेउपुर नगरपालिका,,काभ्रेपलाञ्चोक जिल्ला,बागमती प्रदेश,the fort मण्डनदेउपुर नगरपालिका  काभ्रेपलाञ्चोक जिल्ला बागमती प्रदेश nepal
850047171,,node,viewpoint,28.1967156,83.9511556,Pokhara,,कास्की,गण्डकी प्रदेश,nan pokhara  कास्की गण्डकी प्रदेश nepal
850047561,,node,viewpoint,28.200927,83.9453191,Pokhara,,कास्की,गण्डकी प्रदेश,nan pokhara  कास्की गण्डकी प्रदेश nepal
850628338,Khudi,node,guest_house,28.2810894,84.3582715,Marsyangdi,,लमजुङ,गण्डकी प्रदेश,khudi marsyangdi  लमजुङ गण्डकी प्रदेश nepal
852540807,,node,guest_house,28.2934154,84.3713523,Marsyangdi,,लमजुङ,गण्डकी प्रदेश,nan marsyangdi  लमजुङ गण्डकी प्रदेश nepal
852540939,,node,viewpoint,28.3444422,84.4079363,Marsyangdi,,लमजुङ,गण्डकी प्रदेश,nan marsyangdi  लमजुङ गण्डकी प्रदेश nepal
852873689,Lata Marang,node,guest_house,28.5442936,84.3018922,Chame,,मनाङ,गण्डकी प्रदेश,lata marang chame  मनाङ गण्डकी प्रदेश nepal
852891584,,node,guest_house,28.5526445,84.2414701,Chame,,मनाङ,गण्डकी प्रदेश,nan chame  मनाङ गण्डकी प्रदेश nepal
852891616,Starwood,node,guest_house,28.5273044,84.3044287,Chame,,मनाङ,गण्डकी प्रदेश,starwood chame  मनाङ गण्डकी प्रदेश nepal
854332034,,node,guest_house,28.6419161,84.1371513,Neshyang,,मनाङ,गण्डकी प्रदेश,nan neshyang  मनाङ गण्डकी प्रदेश nepal
854332365,,node,guest_house,28.6383162,84.0902139,Neshyang,,मनाङ,गण्डकी प्रदेश,nan neshyang  मनाङ गण्डकी प्रदेश nepal
854340318,New Hotel Moon Lake,node,alpine_hut,28.6802075,83.9066189,Neshyang,,मनाङ,गण्डकी प्रदेश,new hotel moon lake neshyang  मनाङ गण्डकी प्रदेश nepal
854367540,Hotel New Phedi,node,alpine_hut,28.7772492,83.9725759,Neshyang,,मनाङ,गण्डकी प्रदेश,hotel new phedi neshyang  मनाङ गण्डकी प्रदेश nepal
854367550,Marshiangdi Hotel,node,hotel,28.6846564,83.9988506,Neshyang,,मनाङ,गण्डकी प्रदेश,marshiangdi hotel neshyang  मनाङ गण्डकी प्रदेश nepal
854367569,Thorong High Camp Hotel,node,alpine_hut,28.7827334,83.9675199,Neshyang,,मनाङ,गण्डकी प्रदेश,thorong high camp hotel neshyang  मनाङ गण्डकी प्रदेश nepal
854367571,high camp,node,camp_site,28.7828609,83.9675305,Neshyang,,मनाङ,गण्डकी प्रदेश,high camp neshyang  मनाङ गण्डकी प्रदेश nepal
943246297,Pilgrims Guest House,node,hotel,27.717619,85.3115799,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,pilgrims guest house काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
943246301,Avalon House,node,hotel,27.7187929,85.3115107,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,avalon house काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
943246319,Kumari Hotel,node,hotel,27.7152564,85.3112966,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,kumari hotel काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
943246321,Hotel Manang,node,hotel,27.7177391,85.3101198,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,hotel manang काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
943246322,Kathmandu Grand Hotel,node,hotel,27.7173404,85.3101843,Kathmandu,,काठमाडौं जिल्ला,बागमती प्रदेश,kathmandu grand hotel kathmandu  काठमाडौं जिल्ला बागमती प्रदेश nepal
943246323,Marshyangdi Hotel,node,hotel,27.7170604,85.3101629,Thamel,,काठमाडौं जिल्ला,बागमती प्रदेश,marshyangdi hotel thamel  काठमाडौं जिल्ला बागमती प्रदेश nepal
943246324,Tradition,node,hotel,27.7155417,85.3091972,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,tradition काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
949307742,Lailai Hotel,node,hotel,27.7099108,85.306275,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,lailai hotel काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
949307744,Ganesh Himal Hotel,node,hotel,27.7098396,85.3065477,काठमाडौँ महानगरपालिका,,काठमाडौं जिल्ला,बागमती प्रदेश,ganesh himal hotel काठमाडौँ महानगरपालिका  काठमाडौं जिल्ला बागमती प्रदेश nepal
973481481,,node,viewpoint,29.1889677,83.9509449,लोमान्थाङ,,मुस्ताङ,गण्डकी प्रदेश,nan लोमान्थाङ  मुस्ताङ गण्डकी प्रदेश nepal
973481922,Royal Summer Palace,node,attraction,29.2071415,83.9403367,लोमान्थाङ,,मुस्ताङ,गण्डकी प्रदेश,royal summer palace लोमान्थाङ  मुस्ताङ गण्डकी प्रदेश nepal
973483428,Royal Palace,node,attraction,29.0927173,83.9336999,Dalome,,मुस्ताङ,गण्डकी प्रदेश,royal palace dalome  मुस्ताङ गण्डकी प्रदेश nepal
973490389,Lo Manthang Guesthouse,node,guest_house,29.1827214,83.9575704,लोमान्थाङ,,मुस्ताङ,गण्डकी प्रदेश,lo manthang guesthouse लोमान्थाङ  मुस्ताङ गण्डकी प्रदेश nepal
973821261,New Friendly Home,node,guest_house,28.2061619,83.9608862,Pokhara,बैदाम,कास्की,गण्डकी प्रदेश,new friendly home pokhara बैदाम कास्की गण्डकी प्रदेश nepal
973821264,Annapurna Lodge,node,hotel,28.5420799,83.6488348,Annapurna,,म्याग्दी,गण्डकी प्रदेश,annapurna lodge annapurna  म्याग्दी गण्डकी प्रदेश nepal
973821270,Hotel Trekkers Inn,node,hotel,28.4954006,83.6535966,Annapurna,,म्याग्दी,गण्डकी प्रदेश,hotel trekkers inn annapurna  म्याग्दी गण्डकी प्रदेश nepal
973821272,Hotel Monalisa,node,hotel,28.445098,83.6683769,Annapurna,,म्याग्दी,गण्डकी प्रदेश,hotel monalisa annapurna  म्याग्दी गण्डकी प्रदेश nepal
973821280,New Daulagiri,node,hotel,28.4236248,83.694183,Annapurna,,म्याग्दी,गण्डकी प्रदेश,new daulagiri annapurna  म्याग्दी गण्डकी प्रदेश nepal
973821299,Snow Hill Lodge,node,hotel,28.2035185,83.9665202,Pokhara,बैदाम,कास्की,गण्डकी प्रदेश,snow hill lodge pokhara बैदाम कास्की गण्डकी प्रदेश nepal
973821301,Peace Eye Guest House,node,guest_house,28.2069931,83.9623749,Pokhara,बैदाम,कास्की,गण्डकी प्रदेश,peace eye guest house pokhara बैदाम कास्की गण्डकी प्रदेश nepal
974384817,Red House,node,guest_house,28.8377231,83.7846378,Barhagaun Muktikhsetra,,मुस्ताङ,गण्डकी प्रदेश,red house barhagaun muktikhsetra  मुस्ताङ गण्डकी प्रदेश nepal
974400743,,node,guest_house,28.9311864,83.8263811,Barhagaun Muktikhsetra,,मुस्ताङ,गण्डकी प्रदेश,nan barhagaun muktikhsetra  मुस्ताङ गण्डकी प्रदेश nepal
974400766,,node,viewpoint,28.9309159,83.8262165,Barhagaun Muktikhsetra,,मुस्ताङ,गण्डकी प्रदेश,nan barhagaun muktikhsetra  मुस्ताङ गण्डकी प्रदेश nepal
977262750,New Annapurna Guesthouse,node,guest_house,28.2037058,83.9674472,Pokhara,बैदाम,कास्की,गण्डकी प्रदेश,new annapurna guesthouse pokhara बैदाम कास्की गण्डकी प्रदेश nepal
977284017,Old Royal Palace,node,attraction,29.0640428,83.8729595,Dalome,,मुस्ताङ,गण्डकी प्रदेश,old royal palace dalome  मुस्ताङ गण्डकी प्रदेश nepal
977284052,Charang Village Gate,node,attraction,29.0877217,83.9274622,Dalome,,मुस्ताङ,गण्डकी प्रदेश,charang village gate dalome  मुस्ताङ गण्डकी प्रदेश nepal
977284069,Green Hotel,node,guest_house,29.0921455,83.9326039,Dalome,,मुस्ताङ,गण्डकी प्रदेश,green hotel dalome  मुस्ताङ गण्डकी प्रदेश nepal
977284083,,node,viewpoint,29.0997995,83.9341791,लोमान्थाङ,,मुस्ताङ,गण्डकी प्रदेश,nan लोमान्थाङ  मुस्ताङ गण्डकी प्रदेश nepal
977466690,Hotel Anita,node,guest_house,28.9914409,83.8387938,Dalome,,मुस्ताङ,गण्डकी प्रदेश,hotel anita dalome  मुस्ताङ गण्डकी प्रदेश nepal
