Source,Destination,District,Province,Transport Cost (USD),Food Cost/Day (USD),Accommodation/Night (USD),Local Taxi/Rick
Kathmandu,Kakani,Nuwakot,Bagmati,10-25,15-30,10-40,3-10,50-150,20-80,55-170
Kathmandu,Pharping,Kathmandu,Bagmati,10-20,10-25,10-40,3-10,50-150,20-70,45-160
Pokhara,Fewa Lake,Kaski,Gandaki,3-10,10-25,10-40,0-5,50-150,20-100,50-160
Pokhara,Sarangkot,Kaski,Gandaki,5-15,10-25,10-40,3-10,50-150,20-100,50-170
Pokhara,World Peace Pagoda,Kaski,Gandaki,5-15,10-25,10-40,3-10,50-150,20-80,50-160
Pokhara,Davis Falls,Kaski,Gandaki,3-10,10-25,5-20,3-10,50-150,20-60,45-140
Pokhara,International Mountain Museum,Kaski,Gandaki,3-10,10-25,5-20,3-10,50-150,20-60,45-140
Pokhara,Mardi Himal,Kaski,Gandaki,20-60,20-40,10-30,5-20,100-250,50-150,100-280
Pokhara,Annapurna Base Camp,Kaski,Gandaki,40-120,25-50,10-30,10-30,100-300,100-250,150-400
Pokhara,Annapurna Circuit,Manang,Gandaki,100-250,30-60,20-50,20-40,150-400,150-300,250-600
Pokhara,Tatopani,Myagdi,Gandaki,20-50,20-40,10-30,5-15,80-200,30-100,90-250
Pokhara,Khopra Danda,Myagdi,Gandaki,30-70,20-40,10-30,5-20,100-250,50-150,120-300
Pokhara,Poon Hill,Myagdi,Gandaki,20-50,20-40,10-30,5-15,80-200,50-120,100-250
Pokhara,Ghandruk,Kaski,Gandaki,15-40,15-30,10-30,5-15,80-200,30-100,90-220
Pokhara,Australian Camp,Kaski,Gandaki,10-30,15-30,10-40,3-10,50-150,30-100,70-200
Pokhara,Begnas Lake,Kaski,Gandaki,5-15,10-25,10-30,0-5,50-150,20-70,50-150
Pokhara,Rupa Lake,Kaski,Gandaki,5-15,10-25,10-30,0-5,50-150,20-70,50-150
Biratnagar,Pathibhara Temple,Taplejung,Koshi,80-200,25-50,10-30,10-30,100-250,50-200,150-450
Biratnagar,Kanchenjunga Base Camp,Taplejung,Koshi,150-300,30-60,20-50,20-50,150-400,150-300,300-700
Biratnagar,Illam,Ilam,Koshi,40-100,20-40,10-30,5-20,50-200,30-100,90-250
Biratnagar,Kanyam,Ilam,Koshi,50-120,20-40,10-30,5-15,50-200,30-100,100-250
Biratnagar,Maipokhari,Ilam,Koshi,40-90,20-40,10-30,5-15,50-150,20-100,90-220
Biratnagar,Antu Danda,Ilam,Koshi,50-120,20-40,10-30,5-15,50-200,30-100,100-250
Dharan,Bhedetar,Dhankuta,Koshi,10-25,10-25,10-40,3-10,50-150,20-80,50-160
Dharan,Hile,Dhankuta,Koshi,20-50,15-30,10-40,3-10,50-150,20-100,60-180
Dharan,Makalu Base Camp,Sankhuwasabha,Koshi,100-250,30-60,10-40,20-50,150-300,100-250,300-700
Dharan,Baraha Chhetra,Sunsari,Koshi,5-15,10-25,10-30,3-10,50-150,20-70,45-150
Dharan,Rara Alternative Trail,Koshi,Koshi,100-250,30-60,10-30,10-30,100-300,100-200,250-600
Nepalgunj,Banke National Park,Banke,Lumbini,10-30,10-30,20-80,5-15,50-150,50-150,100-250
Nepalgunj,Bardia Jungle Safari,Bardiya,Lumbini,20-50,20-40,20-80,10-20,100-250,100-250,200-500
Nepalgunj,Rara Lake,Mugu,Karnali,100-250,30-60,20-40,10-30,100-300,100-250,250-600
Butwal,Lumbini,Rupandehi,Lumbini,5-15,10-25,10-40,5-10,50-150,20-80,50-160
Butwal,Tansen Palpa,Palpa,Lumbini,10-30,15-30,10-40,5-15,50-150,30-100,70-180
Butwal,Rani Mahal,Palpa,Lumbini,15-40,15-30,10-40,3-10,50-150,30-100,70-200
Butwal,Swargadwari,Pyuthan,Lumbini,40-100,20-40,10-30,5-20,80-200,50-150,120-300
Janakpur,Janaki Temple,Dhanusha,Madhesh,5-15,10-25,5-20,3-10,50-150,20-70,45-150
Janakpur,Dhanushadham,Dhanusha,Madhesh,10-25,10-25,10-30,3-10,50-150,20-70,50-150
Janakpur,Chitwan National Park,Chitwan,Bagmati,50-120,20-40,20-80,10-20,100-250,100-250,250-500
Hetauda,Indrasarovar,Makwanpur,Bagmati,10-25,10-25,10-40,3-10,50-150,20-80,50-160
Hetauda,Chitlang,Makwanpur,Bagmati,15-40,15-30,10-40,3-10,50-150,30-100,70-180
Bharatpur,Sauraha,Chitwan,Bagmati,5-15,10-25,20-80,3-10,50-150,50-200,100-250
Bharatpur,Elephant Breeding Center,Chitwan,Bagmati,5-15,10-25,10-30,3-10,50-150,20-80,50-150
Dhangadhi,Khaptad National Park,Achham,Sudurpashchim,80-200,25-50,10-30,10-30,100-250,100-200,200-500
Dhangadhi,Shuklaphanta National Park,Kanchanpur,Sudurpashchim,20-50,15-30,20-60,5-15,50-200,50-150,120-300
Dhangadhi,Badimalika,Bajura,Sudurpashchim,100-250,30-60,10-30,10-30,100-300,100-250,250-600
Kathmandu,Tikapur,Kailali,Sudurpashchim,25-60,10-25,15-50,3-10,50-150,20-80,50-170
Pokhara,Tatopani,Myagdi,Gandaki,20-50,20-40,10-30,5-15,50-150,20-90,65-180
Biratnagar,Phungling,Taplejung,Koshi,50-120,20-40,10-30,5-20,100-250,40-120,80-220
Kathmandu,Bhaktapur,Bhaktapur,Bagmati,3-10,10-25,20-80,3-10,50-150,20-70,45-160
Butwal,Taulihawa,Kapilvastu,Lumbini,5-20,10-25,10-40,3-10,50-150,20-70,45-145
Pokhara,Chame,Manang,Gandaki,50-120,25-50,10-30,5-20,100-250,40-120,80-220
Kathmandu,Melamchi,Sindhupalchok,Bagmati,10-30,15-30,10-40,3-10,50-150,20-80,50-170
Nepalgunj,Birendranagar,Surkhet,Karnali,20-60,15-35,15-50,5-15,50-200,30-100,60-200
Dhangadhi,Martadi,Bajura,Sudurpashchim,70-150,20-40,10-30,5-20,100-250,50-120,90-220
Janakpur,Lahan,Siraha,Madhesh,5-20,10-25,10-40,3-10,50-150,20-70,45-145
Kathmandu,Besisahar,Lamjung,Gandaki,15-40,15-30,10-40,3-10,50-150,20-80,50-160
Pokhara,Kusma,Parbat,Gandaki,10-30,15-30,10-40,3-10,50-150,20-80,50-160
Birgunj,Kalaiya,Bara,Madhesh,5-15,10-25,10-40,3-10,50-150,20-70,45-145
Kathmandu,Dhulikhel,Kavrepalanchok,Bagmati,5-15,10-25,20-70,3-10,50-150,20-80,55-180
Dharan,Hile,Dhankuta,Koshi,10-30,15-30,15-50,3-10,50-150,20-80,55-170
Pokhara,Ghandruk,Kaski,Gandaki,15-40,20-40,5-15,5-15,80-200,30-100,70-200
Kathmandu,Chisapani,Nuwakot,Bagmati,10-25,15-30,10-30,3-10,50-150,20-70,50-150
Biratnagar,Inaruwa,Sunsari,Koshi,5-15,10-25,10-40,3-10,50-150,20-70,45-145
Kathmandu,Namche Bazaar,Solukhumbu,Koshi,180-300,30-60,15-40,5-30,100-300,50-200,100-300
Pokhara,Lumbini,Rupandehi,Lumbini,20-50,10-25,15-60,3-10,50-150,20-80,50-175
Kathmandu,Gorkha,Gorkha,Gandaki,15-40,15-30,15-50,3-10,50-150,20-80,55-170
Butwal,Tansen,Palpa,Lumbini,8-20,10-25,15-50,3-10,50-150,20-70,45-160
Nepalgunj,Dailekh,Dailekh,Karnali,50-100,20-40,10-30,5-20,100-200,40-100,80-200
Kathmandu,Charikot,Dolakha,Bagmati,15-40,15-30,10-40,5-15,50-150,20-80,55-170
Pokhara,Marpha,Mustang,Gandaki,100-180,25-50,10-30,5-20,100-250,50-150,90-250
Dhangadhi,Dipyal,Sudurpashchim,Sudurpashchim,40-100,20-40,10-30,5-15,50-200,30-100,70-200
Kathmandu,Nuwakot,Nuwakot,Bagmati,5-20,10-25,10-40,3-10,50-150,20-70,45-145
Birgunj,Janakpur,Dhanusha,Madhesh,8-20,10-25,15-50,3-10,50-150,20-70,45-160
Pokhara,Baglung,Baglung,Gandaki,10-30,15-30,15-40,3-10,50-150,20-80,50-160
Kathmandu,Halesi,Khotang,Koshi,60-120,20-40,10-30,5-20,50-200,30-100,70-190
Kathmandu,Salleri,Solukhumbu,Koshi,100-220,25-50,10-30,5-20,100-300,50-150,90-250
Pokhara,Beni,Myagdi,Gandaki,15-40,15-35,10-40,5-15,50-150,20-90,50-170
Biratnagar,Itahari,Sunsari,Koshi,5-15,10-25,20-60,3-10,50-150,20-70,45-165
Kathmandu,Panauti,Kavre,Bagmati,5-20,10-25,15-50,3-10,50-150,20-70,45-155
Butwal,Bardia National Park,Bardiya,Lumbini,20-50,10-30,20-80,5-15,50-150,30-100,65-200
Pokhara,Manang Village,Manang,Gandaki,60-120,25-50,10-30,5-20,100-250,40-120,80-220
Kathmandu,Tamakoshi,Dolakha,Bagmati,20-50,15-35,10-30,5-15,50-150,20-80,55-170
Dharan,Ilām,Ilam,Koshi,20-50,15-30,15-50,5-15,50-150,20-80,55-175
Nepalgunj,Jumla,Jumla,Karnali,80-180,25-50,10-30,5-25,100-250,50-150,90-250
Kathmandu,Bandipur,Tanahun,Gandaki,15-40,15-30,20-80,3-10,50-150,20-80,60-180
Pokhara,Muktinath,Mustang,Gandaki,100-200,25-50,10-30,5-20,100-300,50-150,90-250
Janakpur,Birgunj,Parsa,Madhesh,8-20,10-25,15-50,3-10,50-150,20-70,45-160
Kathmandu,Rolpa,Rolpa,Lumbini,60-140,20-40,10-30,5-20,100-200,40-120,80-220
Dhangadhi,Baitadi,Baitadi,Sudurpashchim,50-120,20-40,10-30,5-15,100-200,40-100,75-210
Kathmandu,Daman,Makwanpur,Bagmati,10-30,15-30,20-70,3-10,50-150,20-80,55-180
Pokhara,Mustang Lo Manthang,Mustang,Gandaki,250-400,30-60,10-40,5-30,150-300,100-200,120-350
Biratnagar,Dhankuta,Dhankuta,Koshi,15-40,15-30,15-50,3-10,50-150,20-80,55-170
Kathmandu,Banepa,Kavre,Bagmati,5-15,10-25,15-50,3-10,50-150,20-70,45-155
Pokhara,Tansen,Palpa,Lumbini,15-40,15-30,15-50,3-10,50-150,20-80,55-170
Nepalgunj,Bardiya,Bardiya,Lumbini,10-30,10-30,20-80,5-15,50-150,30-100,65-200
Kathmandu,Everest Base Camp,Solukhumbu,Koshi,120-300,30-60,20-50,20-50,200-500,200-400,500-1200
Kathmandu,Lukla,Solukhumbu,Koshi,80-200,25-50,10-30,5-20,100-250,50-150,200-500
Kathmandu,Namche Bazaar,Solukhumbu,Koshi,100-250,30-60,10-30,10-30,150-350,100-250,300-700
Kathmandu,Tengboche,Solukhumbu,Koshi,120-250,30-60,10-30,10-30,150-350,100-250,300-700
Kathmandu,Gokyo Lake,Solukhumbu,Koshi,150-300,30-60,10-30,20-40,200-400,150-300,400-900
Kathmandu,Mera Peak,Solukhumbu,Koshi,200-500,40-80,20-50,50-100,300-600,300-700,800-1800
Kathmandu,Langtang Valley,Rasuwa,Bagmati,40-100,25-50,10-30,10-20,100-250,80-200,200-500
Kathmandu,Kyanjin Gompa,Rasuwa,Bagmati,50-120,25-50,10-30,10-20,100-250,80-200,220-500
Kathmandu,Tamang Heritage Trail,Rasuwa,Bagmati,50-120,20-50,10-30,10-20,100-250,50-150,200-450
Kathmandu,Sundarijal,Kathmandu,Bagmati,5-15,10-25,10-30,3-10,50-150,20-70,50-150
Kathmandu,Shivapuri Peak,Kathmandu,Bagmati,5-20,10-25,10-40,3-10,50-150,20-80,50-170
Kathmandu,Chandragiri,Kathmandu,Bagmati,10-25,10-25,10-30,5-10,50-150,30-100,70-180
Kathmandu,Markhu,Makwanpur,Bagmati,20-50,15-30,10-40,5-15,80-200,30-100,100-250
Kathmandu,Kulekhani,Makwanpur,Bagmati,20-40,15-30,10-40,3-10,80-200,30-100,100-250
Kathmandu,Daman,Makwanpur,Bagmati,30-60,20-40,10-30,5-15,100-250,50-150,150-350
Pokhara,Dorje Lakpa Base Camp,Manang,Gandaki,100-250,30-60,20-40,20-40,150-350,150-300,400-900
Pokhara,Tilicho Lake,Manang,Gandaki,100-200,30-60,10-30,20-40,150-350,100-250,350-800
Pokhara,Nar Phu Valley,Manang,Gandaki,150-300,30-60,10-30,20-50,200-400,150-300,450-900
Pokhara,Upper Mustang,Mustang,Gandaki,200-500,40-80,20-50,50-100,300-600,200-500,700-1500
Pokhara,Kagbeni,Mustang,Gandaki,100-200,25-50,10-30,5-20,100-250,50-150,250-600
Pokhara,Muktinath,Mustang,Gandaki,120-250,25-50,10-30,10-20,100-300,50-200,300-700
Pokhara,Kagbeni Village,Mustang,Gandaki,100-180,25-50,10-30,5-15,100-250,50-150,250-550
Pokhara,Nilgiri View Point,Mustang,Gandaki,120-200,25-50,10-30,5-20,100-250,50-150,250-600
Pokhara,Dhampus,Kaski,Gandaki,10-30,15-30,10-40,3-10,50-150,30-100,70-180
Pokhara,Lwang Village,Kaski,Gandaki,15-40,15-30,10-40,3-10,50-150,30-100,70-200
Pokhara,Sikles,Kaski,Gandaki,30-70,20-40,10-30,5-15,100-250,50-150,120-300
Pokhara,Treks Around Annapurna,Manang,Gandaki,150-300,30-60,20-40,20-50,200-500,150-400,500-1200
Pokhara,Khayer Lake,Myagdi,Gandaki,50-120,25-50,10-30,10-20,100-250,80-200,250-600
Pokhara,Dhaulagiri Base Camp,Myagdi,Gandaki,150-350,30-70,20-50,30-60,250-500,200-500,700-1500
Pokhara,Rupse Waterfall,Myagdi,Gandaki,30-70,20-40,10-30,5-15,80-200,30-100,120-300
Biratnagar,Mount Makalu,Sankhuwasabha,Koshi,150-350,40-80,20-50,30-60,250-500,200-500,600-1500
Biratnagar,Milke Danda,Terhathum,Koshi,60-150,20-40,10-30,10-20,100-250,50-150,200-450
Biratnagar,Gupha Pokhari,Terhathum,Koshi,50-120,20-40,10-30,5-20,100-200,50-150,180-400
Biratnagar,Teen Jure,Tekhathum,Koshi,50-120,20-40,10-30,5-20,100-200,50-150,180-400
Biratnagar,Panchthar Hills,Panchthar,Koshi,60-150,20-40,10-30,5-20,100-250,50-150,200-450
Biratnagar,Falelung,Panchthar,Koshi,70-150,20-40,10-30,10-20,100-250,50-150,220-500
Dharan,Barahachhetra Temple,Sunsari,Koshi,5-15,10-25,10-30,3-10,50-150,20-70,45-150
Dharan,Dhankuta Bazaar,Dhankuta,Koshi,20-50,15-30,10-40,3-10,50-150,20-80,70-180
Dharan,Rhododendron Forest,Terhathum,Koshi,60-150,20-40,10-30,5-20,100-250,50-150,200-450
Dharan,Hatuwa,Dhankuta,Koshi,40-100,20-40,10-30,5-15,100-200,30-100,150-350
Dharan,Sankhuwasabha Valley,Sankhuwasabha,Koshi,80-200,25-50,10-30,10-20,150-300,80-200,300-650
Nepalgunj,Shey Phoksundo Lake,Dolpa,Karnali,150-400,30-70,20-50,20-50,200-500,200-500,600-1500
Nepalgunj,Dolpo Region,Dolpa,Karnali,200-500,40-80,20-50,30-70,300-700,300-700,900-2000
Nepalgunj,Kakre Bihar,Surkhet,Karnali,20-60,15-30,10-30,3-10,50-150,20-80,80-200
Nepalgunj,Bulbule Lake,Surkhet,Karnali,20-50,15-30,10-30,3-10,50-150,20-80,70-180
Nepalgunj,Rukum East,Rukum,Karnali,50-120,20-40,10-30,5-20,100-250,50-150,180-450
Nepalgunj,Chhayanath Temple,Mugu,Karnali,150-300,30-60,10-30,10-30,150-350,100-250,400-800
Butwal,Tilaurakot,Kapilvastu,Lumbini,10-20,10-25,10-30,3-10,50-150,20-70,50-150
Butwal,Jitgadhi Fort,Rupandehi,Lumbini,5-15,10-25,5-20,0-5,50-150,10-50,40-120
Butwal,Dhorpatan,Baglung,Gandaki,80-200,25-50,10-30,10-30,100-300,100-250,250-600
Butwal,Gulmi Resunga,Gulmi,Lumbini,20-50,15-30,10-30,5-15,80-200,30-100,120-300
Butwal,Rani Mahal Trail,Palpa,Lumbini,15-40,15-30,10-30,5-15,80-200,30-100,100-250
Janakpur,Mithila Art Village,Dhanusha,Madhesh,5-15,10-25,5-20,0-5,50-150,20-70,40-130
Janakpur,Jaleshwar Temple,Mahottari,Madhesh,10-25,10-25,10-30,3-10,50-150,20-70,50-150
